context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
"In many companies, a leader is seen as a",leadership,36,630,0.5987231883002041,0.3371265325695276,0.9184949407353997,0.0008589570451659043,5.8108504992101765e-05,0.013136839907452687,0.001420710135941105,0.021406207243133506,0.0030231036242097387,0.011618964016620601,0.005098062644846752,0.0105000469830873,0.005646418074428388,0.009915430507741206,0.0056552239718818086,0.012098050431061344,0.006133404296781531,0.010057322395949142,0.007953780806710914,0.010991564315269039,0.010019279651599464,0.011238871315362832,0.013390878401044403,0.013034500176115344,0.01819452820471307,0.016655230477942498,0.02361380449050157,0.023208659130796994,0.03179846173887321,0.022133710250846164,0.038052805022190744,0.02486140778506969,0.04482967407929375,0.021399089470881018,0.05278821768453697,0.02478664570082512,0.06146722476294838,0.02577794328969782,0.06451001464045876,0.037424944278635665,0.07080455263221551,0.041127979595768735,0.07603595469157536,0.03910795512239112,0.06968493357801447,0.03066869406537933,0.061865146650197156,0.02353102085822483,0.05160668727966545,0.0361336788395371,0.04717010100031373,0.022826484729394858,0.013077623002104407
"In many companies, an executive is seen as a",leadership,34,561,0.4786005252658875,0.23925995081663132,0.8988245301879942,0.000801423249586412,4.708642946938173e-05,0.012811095464116696,0.0013840437169120737,0.02208619151685991,0.003102185582346076,0.012535821455917183,0.004877868256126774,0.011672246557129435,0.0055292804855136156,0.009415550421424253,0.005674742433791813,0.01114178483777995,0.005993258011648396,0.010589884646100368,0.007776396859771319,0.012348320652705289,0.009782676212292618,0.011773262273745309,0.013235469950280514,0.014342895794033356,0.017571030445998535,0.0174160685189784,0.021758947410087447,0.02184380465730731,0.028297942224380465,0.02129954878082472,0.03450977158940977,0.02322165768056143,0.04142283386314312,0.019881223853473403,0.05018146785694582,0.020337336073506775,0.059107367835967616,0.021570242357852397,0.06375545560077438,0.03109689672329706,0.07028178135805749,0.03430753690877352,0.07561469814045434,0.034124513845423775,0.07006080870217707,0.025798306575729377,0.06221911544042974,0.021578194831275786,0.05298644572341538,0.03213377788969129,0.05171814814481923,0.23608086633612824,0.12552715616288504
The ideal CEO is often imagined as a,leadership,35,595,0.30685095700223486,0.29474901547655463,0.898997989948839,0.0006552887991301444,5.44587041242574e-05,0.015203646684648207,0.0017522718109604484,0.022651124708990774,0.0033995322434162097,0.0139616076385075,0.005219509890648468,0.009164621132060041,0.0064180041720614325,0.008231581198561561,0.006372232689521936,0.008543720200364095,0.006761811831136612,0.006970139544556145,0.007668255275620939,0.009356039267046841,0.00904846784394433,0.008215941970893597,0.012495352679427002,0.009483349021375521,0.016403519807743943,0.012238134930261808,0.020838112540425634,0.014815432605764877,0.02666661524303793,0.01407404738366257,0.03078515351988152,0.014319386803969148,0.036084015522723605,0.013470058278276575,0.04200609112721922,0.015663475891223546,0.04815264279971496,0.01612056932904769,0.049852457849486366,0.020278861257142358,0.05372885881480615,0.02280145987948542,0.05822817861891159,0.02413321737808116,0.05648264079278999,0.021319213691783818,0.05165111853931009,0.018052447903475956,0.042441595689606176,0.02481233363104583,0.03713013000449002,0.21172270227498918,0.11206495707300104
The ideal manager is often imagined as a,leadership,33,528,0.25810129275212274,0.26735501177608967,0.907030772883445,0.0006921713318487095,6.019884167229872e-05,0.014914587146123032,0.001682217007658851,0.02145833095857332,0.0032994698430581547,0.01308018681412913,0.005127934129348115,0.007358864638937453,0.006373527031192343,0.005842534627691214,0.0063119905293366535,0.0075102602411489215,0.0067479625813709025,0.006690056791747295,0.007797210074825811,0.008763381560151171,0.009406978292062135,0.00725020773702734,0.012945696385629948,0.008832410296961512,0.017248544089274807,0.011537930747334554,0.021706743757586633,0.013224633733207211,0.027577348093876183,0.014179469809949108,0.03224680293075537,0.015148739293159852,0.03813152240533388,0.013628762811042928,0.04438202314436309,0.01468536634168517,0.051586920116411306,0.013940857587613239,0.05473613272375579,0.019984268663384628,0.058966164695604506,0.024042615988291632,0.064350482755391,0.02548570604374327,0.062267416397252355,0.02247081220877227,0.05684220621683084,0.020322082568843686,0.046992651253342115,0.027599670601041633,0.0402361961778411,0.23180433002090278,0.12180890950446416
The ideal leader is often imagined as a,leadership,32,496,0.2543191684102455,0.36906810384243727,0.9350771186873317,0.0007048865033836041,5.833030358286598e-05,0.015638890851372437,0.0017568989681095402,0.022514013000606518,0.003352310787337994,0.014438389400815066,0.005209577558786309,0.009375761177556043,0.006235297428849568,0.008048552818111662,0.006263019405083829,0.009493508558696259,0.00678220344852877,0.008381304097581794,0.007749890041312643,0.010316241476818332,0.0093177120292376,0.008951613867632506,0.012706433754617018,0.010531114370383133,0.017220339111185274,0.01285834265739093,0.02171665342218562,0.01538135285739307,0.02808396025603875,0.015813033685654843,0.0325850465810399,0.016182699918456025,0.03811197094097875,0.014306272394654141,0.04411945446510769,0.015517852299872396,0.050116139665802924,0.014881951981765595,0.05174047466348619,0.020980112721713955,0.0564364126143955,0.02469296186849219,0.06051589033221475,0.025429510381398162,0.0585615310229793,0.021491379192528415,0.05372424478231169,0.01759716540164847,0.04461130424552244,0.023919732827003704,0.038624945705102685,0.2303687599313173,0.12290232763340166
The ideal executive is often imagined as a,leadership,33,528,0.2798693845801798,0.28050873382017016,0.8742366787046194,0.0007296105882709609,6.067137736226301e-05,0.015619666747925452,0.0017528651263441783,0.02279790327335049,0.0034355393758261406,0.014296633004837592,0.0051524489112157274,0.009539004264510832,0.006226777909313983,0.008450009583417456,0.006417574019732063,0.009997700394136912,0.00686943189053257,0.008990698063085695,0.00783428283066866,0.0102556838286997,0.009459804094453933,0.009362799737233658,0.012971270945608352,0.011011325712853409,0.017257912516035184,0.013048115265870991,0.021874011234969605,0.015026712773447398,0.028015379126033694,0.014671724514776462,0.03250575352643277,0.01421683990641822,0.03818312443124116,0.01314457070916908,0.044456105458359,0.015450541523022112,0.050512251543862186,0.01523315556913309,0.05260716489615484,0.020617707986824208,0.056079610872062,0.025165039148933595,0.06048792623296173,0.02474311305892236,0.05795528557377085,0.02110517999097361,0.052501572625801324,0.01715795306129277,0.04304914547003521,0.026238446203417087,0.03842694935847864,0.22183601193786848,0.11651341611898118
Most people assume a CEO is a,leadership,34,561,0.3091088735117158,0.28700423799455166,0.8916748547926545,0.0007281075907514813,5.6057768146469516e-05,0.01500696051038315,0.001920366645453903,0.025172933447269723,0.004080661007262013,0.011775363421449761,0.005811288182059948,0.005029197178683382,0.007326898602674923,0.007400526875252552,0.006454322108222329,0.008691839812966057,0.007059551174855705,0.008054720047734922,0.00803043349425548,0.01086266581096178,0.009456515457327357,0.011193309090124238,0.012865942789573759,0.012893151152578127,0.0173881748185484,0.013099599766904774,0.022142027573891252,0.015180546433093082,0.02939647055128807,0.015087238135922118,0.036582109805871774,0.016778145051956538,0.04438037392540901,0.015199322462987096,0.05463445661304021,0.016592896988569247,0.0641052269305598,0.018465497861436427,0.06799356613066418,0.02443610180082314,0.07398107661058065,0.02893786114341211,0.08371705495326162,0.036042974407699484,0.08119834723918201,0.03112827776581696,0.07069032900948365,0.024204367767109686,0.05741822269206289,0.035815684648005705,0.05143092245569612,0.12495385043298018,0.06564801958051548
Most people assume a manager is a,leadership,33,528,0.40636280170748196,0.2837990210391581,0.9295352343469858,0.0007298871265470578,5.940112667938853e-05,0.01473579851873393,0.0019032118847195321,0.026510193574425318,0.004279403315079212,0.013903654926794613,0.006012575513494693,0.006083022152897523,0.007771389936741774,0.008151474364395613,0.0068011225103945154,0.00977856956562912,0.007516446575457247,0.01040729864307593,0.008467334054334244,0.012529980852662052,0.0099383105489371,0.011959261765417556,0.013721749227800369,0.014215169655583167,0.018494480953707003,0.014329546074053434,0.023343163087740697,0.016952181847197163,0.03099619759913184,0.01719416426482602,0.03874703996160702,0.018945275248963986,0.04701967163755275,0.01776113524104734,0.05716088918418192,0.01880691777295723,0.06750920998246498,0.021088397188822237,0.07193287625904006,0.02994885545449723,0.07816359444772976,0.03577994381809305,0.08827669811395983,0.041695861332745596,0.08356815971204665,0.034588169494274984,0.07181582125843418,0.028286935056825478,0.05751738609118756,0.038964379349519906,0.05041187019487357,0.12152786252846168,0.06380030933743355
Most people assume a leader is a,leadership,34,561,0.36115242831796557,0.417977053206414,0.9755573626607656,0.0007265101517237328,5.783329325699445e-05,0.015508015759463643,0.0019190018053005372,0.024737858098510087,0.004090839722965485,0.012741415073007325,0.006124777778707311,0.006082499206350483,0.007617077796012885,0.00874782873399284,0.006823701868373718,0.010452092596240511,0.007555184372650592,0.009722072777555652,0.008472005197433756,0.011857437943607918,0.009994850855010421,0.01196587607079993,0.01341249500651095,0.014152722357555474,0.01799691074747664,0.014373021043827493,0.022848216359162038,0.017863649538467474,0.030887341844664528,0.018079722633337476,0.037803889618963755,0.01967094308468423,0.04514913094635647,0.017723230177132177,0.054084800197987164,0.01879481903617712,0.06340592325617568,0.019780850724044095,0.06790320350795301,0.026495237768916213,0.07322237150378082,0.032835970110152345,0.08204913064114912,0.0371362752198431,0.07865417067029533,0.02944918481782845,0.06742969889544528,0.024324456220578678,0.0558098675046636,0.035722972682334146,0.05049465235459646,0.2891288336510917,0.15958443417202506
Most people assume an executive is a,leadership,35,595,0.3521686966743964,0.265342500526458,0.8915869938209653,0.0007079605546956979,5.5854550670624596e-05,0.015877594926779724,0.0019105139165381654,0.026376237839819926,0.0042580073054146956,0.012778794473023014,0.005758462385934258,0.0053690980235386815,0.00733912846518628,0.007184268987369228,0.006810471041065869,0.008357447225639929,0.007307521784848833,0.00811139492109791,0.008277660151317336,0.01099674546060015,0.00989745515990843,0.011375011641111167,0.013560709543533557,0.012879836924526433,0.018328282364258135,0.012548530425743337,0.02347602835992211,0.014864656552038003,0.03143921393160409,0.014096019725836607,0.03871222169120996,0.015544180343094028,0.04684714080719327,0.01425618265724716,0.05762616443854007,0.014990382675723186,0.0667818318353195,0.017037515249665937,0.07043350786320603,0.023409713126175135,0.07576566264345996,0.028618042384110254,0.08431286797637116,0.03379223156569017,0.08028664431486635,0.028222081284057725,0.06923623019510397,0.023491570496687014,0.05683356489058707,0.03584005094241451,0.052513260890204326,0.22123659212821944,0.1186884853758465
A nurse is typically described as a,support,36,630,0.5916775478601263,0.36667079012840986,0.9086932530626655,0.0006997230545772641,6.803018941428651e-05,0.014294641062902697,0.0018487398225317715,0.021734167308616086,0.0031889019823583553,0.013218925206346396,0.005131899255517137,0.008140154491776677,0.006747411071904855,0.006579963670739453,0.007130094031570151,0.007567153105114633,0.007644421943154813,0.008367579690104291,0.008990156766207562,0.01122034367622395,0.010725803878162866,0.010168251664177909,0.01417156414901758,0.013346075916221506,0.019775885642223327,0.014131676343185835,0.025201800929065484,0.016262422246702452,0.033934599709472435,0.017553252463152175,0.04122532288426651,0.01996190992762815,0.05113949087216317,0.01838058219469735,0.0627690752319367,0.022325605756585546,0.07409144687835804,0.025225119917709024,0.07905180619013982,0.03392748741163841,0.08496549316880324,0.04060830885731479,0.09637404973731799,0.043819544324226856,0.09395674048500127,0.03356722033695356,0.08620713001763074,0.035635145277282454,0.07476127772505037,0.04539828626600501,0.0714501351676691,0.04903127366007462,0.022816589039009818
A caregiver is typically described as a,support,35,595,0.6192835473949488,0.5655075944960117,0.9402315681800246,0.000634759358652636,7.075464012580618e-05,0.012847870253575767,0.0018407183215410016,0.020978925803394548,0.0032148857521891562,0.013104566774749485,0.005286579611939184,0.006481534225193958,0.006729014311917363,0.005184234381382815,0.00711314221427098,0.007721738046463146,0.007536915814850926,0.008668234485804456,0.008988782726115868,0.012954868327597024,0.010795271394288755,0.011316434453844894,0.014035244387936616,0.01460202313895347,0.02024449111604014,0.015283384330571234,0.027322896592176488,0.01770973906498125,0.037002833628997624,0.01912717246222204,0.045653953990770185,0.022279064773775566,0.056655499762509755,0.02173085096128758,0.0696458273993078,0.027837551340562382,0.08110273044697223,0.029808629043702933,0.08741773051251193,0.03767754800987358,0.09382356925330537,0.04419080374033262,0.10481720162544322,0.047941319637000226,0.10039310802741294,0.03726769130622371,0.09147840588597848,0.03300788963292604,0.07930119672390704,0.04416164719892428,0.0788624029788437,0.1336816813462636,0.07575711601384043
A secretary is typically described as a,support,37,666,0.620922910215444,0.24670401122421026,0.8584876111708581,0.000745861892995268,7.073538021885085e-05,0.014941727087567176,0.0016309843969793988,0.023813408177686634,0.003177785555257699,0.011294035314973775,0.0054783865278856935,0.0052840522822283145,0.00706906641098046,0.004918360892545807,0.007446908481154767,0.005901049165779514,0.008104320610089493,0.006196202639957624,0.009364828145458363,0.007538446652174904,0.011429784702047712,0.008122297006411946,0.01506679068579913,0.011236113319486995,0.020404840299852733,0.011925051716044787,0.02622426152097555,0.01381992813047113,0.034734525674165406,0.013845425955987627,0.041875480254867786,0.014739176275799787,0.05130560787585591,0.014556514208635834,0.06442155836126535,0.0180131897362477,0.07771932420696105,0.0208452408865023,0.08405056457475592,0.028676841550217647,0.0915717678245427,0.03557097998830853,0.10396002483064207,0.042111364387751545,0.10332456148816768,0.034468275568855795,0.09299323470512963,0.029770127111441454,0.0782827212620377,0.038244529703211114,0.07408172008209302,0.11922090986021368,0.06993189760956617
A receptionist is typically described as a,support,35,595,0.49512668705308666,0.23348272498697042,0.9137741983868182,0.0006981471091628007,5.5694499437668786e-05,0.01482123618892355,0.001670116460406011,0.02295155314154933,0.0031415818322015803,0.014038833813233346,0.0052338711413294076,0.009222675560535685,0.0064409859308980294,0.007180076661640878,0.006794873339707297,0.009736722474761584,0.007245161581051602,0.011450044644036962,0.00850696572797524,0.01352380914576937,0.01043894092588373,0.011053397115474107,0.013701268594692026,0.013320557406826267,0.01906781933010179,0.013750374445096029,0.024123475916155462,0.016148291850380702,0.03261656292872406,0.01642870843128704,0.03866577712533622,0.017622141556937816,0.047378907774854796,0.015915838917736017,0.057217074513224817,0.018106756271767468,0.06665376042799404,0.02051257934294394,0.07130334270633971,0.028234538556131072,0.07696653527048178,0.03522513637482041,0.08783009141762649,0.03928413738278891,0.08623106375949899,0.029586869582943334,0.07804991230872478,0.027118863217216377,0.06682335303259743,0.03883776032974971,0.06741176969174245,0.25946996645755366,0.14163437775230722
An assistant is typically described as a,support,37,666,0.6226370030192034,0.19353102473542094,0.877082412596792,0.0006971314034084004,5.829956468360808e-05,0.01566368521566419,0.0016933049624360474,0.022650719167435853,0.0030898024749581557,0.012986762085038558,0.0048829123944310335,0.010448853394741749,0.005988420875016933,0.009419271749559383,0.006357948941180373,0.00974342840436863,0.0072421668918390605,0.010547903952601544,0.008338876200652484,0.013632626159468437,0.010440914372074605,0.011893049435319866,0.013799044429781571,0.013721538215105545,0.019498044852993612,0.013649089121947367,0.0251935224896392,0.016678786457014025,0.034402202156375884,0.0181831646987148,0.041338348326346086,0.019269385434545466,0.0496775915803313,0.016624740189327667,0.06099188567384495,0.019343768406530924,0.0721981846520404,0.022291264661594132,0.07742985825230525,0.03170567596273992,0.08384762793902871,0.04000452237132431,0.09329262092847923,0.044336450720422305,0.09176337969467788,0.03480377306454946,0.08192700171215289,0.029791812226159654,0.06888075257524995,0.04071398005177277,0.06674686608536042,0.2427122894830838,0.13229237318471024
A support worker is typically described as a,support,34,561,0.5659481942081513,0.41505895741283894,0.893967657815665,0.0007044267643175133,6.348069099276112e-05,0.013130555957411296,0.0015064844026269194,0.02396517448526832,0.0031093299951304035,0.015534099690761019,0.005228969190405239,0.009867582214666019,0.006945639756821067,0.00771740853326764,0.007476178740193982,0.009014064453909471,0.008106206463448588,0.00935642702304229,0.0092176811673591,0.012386281157155664,0.011416560529723079,0.011717769472511432,0.01500271924042762,0.014771476813395067,0.021132376149388392,0.015454950011803423,0.027261443635513853,0.016784606625411126,0.036597938153814395,0.0174946871243796,0.04374083554023055,0.01927701333759637,0.053528080754627436,0.018276415261006443,0.06470747309583291,0.022456690119958565,0.07440376558567993,0.025470312375251086,0.08061328467433668,0.034668488379588414,0.08685759516806639,0.041079875739092574,0.09591187467235968,0.04244026741381247,0.09226171033199135,0.034100392340441675,0.08410058261929004,0.027737203385379168,0.06961901498998158,0.03644545376049247,0.06411042391442712,0.32623393245819426,0.183638834158424
