context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
The ideal CEO is often imagined as a,leadership,33,528,0.30522383412304205,0.31466240622103214,0.996016725897789,0.007456426102071612,0.0015824245215764839,0.01948274864260254,0.005876627623800398,0.023616608216421166,0.014868057313493045,0.029894038495834333,0.0258076529642037,0.04088762852177602,0.03853210955360207,0.02771291167962131,0.04819006370939728,0.03176295898811836,0.05952055098613007,0.048400569581223685,0.06560649464535347,0.06380555081722339,0.07179102342826227,0.07766563574815218,0.08098513000190027,0.07892354557799419,0.08698990625984114,0.0757804984098103,0.09934355512477556,0.08170509680825787,0.11444427810575215,0.09482350007748476,0.13595125690512977,0.09580622201558223,0.13985879250592198,0.10985244175796176,0.1567905114651612,0.10718732879891958,0.16844089647042293,0.09713469521516717,0.1541529964174214,0.09329435793190245,0.14358998888312868,0.07735710349108314,0.13487048290528472,0.07217556468091733,0.1532365588512395,0.07264504497613836,0.20199057791448896,0.07699193133952457,0.2518055561230215,0.0976509715844266,0.29413634873000877,0.14877875103417468,0.22370856200032543
The ideal manager is often imagined as a,leadership,33,528,0.28002848074468284,0.2871870817616582,0.9908687703427859,0.006229094238804211,0.0013051925070083482,0.01770748144948568,0.005465103694912831,0.023392770746012963,0.01510180372771296,0.028148800129559573,0.026516420872726477,0.036738466827190265,0.04046961737557943,0.02680934239297318,0.0497885745791962,0.031799835715116395,0.05977510572590332,0.04846283233751773,0.06597644106678233,0.06629817462630969,0.0723847787538619,0.08070178953975084,0.08120503868109788,0.08233896625842417,0.08786422129037307,0.07983373752090851,0.09944060322764918,0.08390041700696009,0.11429272589157158,0.09286958453529266,0.1359942544365057,0.0924371762746341,0.14082097703406912,0.10285287397312445,0.1579654975687022,0.09889301908068639,0.1689174844226228,0.0897734798198581,0.15510657297751757,0.08431854315412413,0.1440581181013259,0.06992882441902912,0.1355741292588647,0.06924722514035693,0.15310072777178754,0.07137111349305747,0.20199318843203962,0.07571070831032051,0.2516960942973042,0.09992382425506764,0.30227299342772795,0.14786643064128027,0.24825590954726068
The ideal leader is often imagined as a,leadership,34,561,0.2434247630268871,0.3104133817832917,0.9905504080234095,0.006298867480647036,0.0012798562817529747,0.018180776913348955,0.005489131164896508,0.024215576096876655,0.015068396914365172,0.03179962677644438,0.02632736600016444,0.04198613945321079,0.0398385842909622,0.03227866134888245,0.049212693796359105,0.034736028285573935,0.0601486031129451,0.04898561327572067,0.06696437216662154,0.0642291502831988,0.07310197115770559,0.0773435563196007,0.08254552001308643,0.08039929417013418,0.08912161062516656,0.07807103891513331,0.10096556516888064,0.08319643380595272,0.11634836899933006,0.09403834119957624,0.13656631655937737,0.09492011804479036,0.14111647551657402,0.10438027189879426,0.1567082977186925,0.09860931069957998,0.16678500907408655,0.08959216300979315,0.1547269817811049,0.08262202112199811,0.14385504356511492,0.07145225433346061,0.13567105152764447,0.07019040205010633,0.15308631325385022,0.06876292534488479,0.2023933376753232,0.07456483306070422,0.24513434898859957,0.0972921203563561,0.2908049730826571,0.1444769162828446,0.2402023845992233
The ideal executive is often imagined as a,leadership,34,561,0.29390260503412163,0.26274573849514127,0.9817703970475122,0.006426730282144794,0.0012185626480067282,0.01773101304094706,0.005285632872304076,0.022947887613500525,0.014147726951070605,0.03185538444663016,0.025671874817077514,0.042485738340827625,0.03894273313999526,0.03013004142425415,0.04830320287207111,0.03373063200192285,0.05861068596844944,0.0503769556205551,0.06574610013207421,0.06780366281195777,0.07237631291620775,0.07900105818990528,0.08175832190288702,0.0785315987494582,0.08748307730078407,0.08052353214013636,0.09873366789752576,0.08698612145617526,0.11469774641322392,0.10673613390868622,0.1395705951602089,0.10767507509549325,0.14539353654560902,0.121946748445297,0.1615460921456299,0.11930167637118563,0.17376382484257463,0.10926035162558861,0.16035994046416088,0.10488959672283064,0.15024715799988556,0.08658509638308304,0.14009735660394235,0.07952001233854594,0.1608599186861036,0.08024763768216232,0.20839279190221582,0.08247842339477435,0.2593085984961828,0.10724305749623535,0.3083387021858911,0.16364129654240545,0.24149319481135165
Most people assume a CEO is a,leadership,30,435,0.4477941139787952,0.30480133509263396,0.9981297036501928,0.006939132099447021,0.0014301540534131648,0.01901216571835675,0.0055987469988134165,0.02460611080379515,0.015713028899612156,0.02454475080394514,0.02609132537539007,0.030692074460106362,0.03580227637685517,0.020192629666384597,0.043751601053109115,0.024975846532834037,0.05559018137549711,0.036197890475334074,0.05916987741004747,0.05105514752429609,0.06617139111572776,0.06527706159426026,0.07625253094764826,0.08117299213994449,0.08271478214039932,0.0836458145489118,0.09647358471115156,0.09082711027890016,0.1119616838125929,0.10156964031522521,0.13199779705265222,0.09150559094346519,0.1395778739228072,0.10257947163780172,0.1555824791892228,0.08936658241499636,0.1673088134772595,0.08848446928701219,0.1478388776050916,0.09064938007283382,0.1387552980521983,0.07534227344909634,0.1318255030762318,0.07690170351640518,0.1462306157435355,0.07637983156397722,0.19355934786030557,0.06973227241939774,0.22714677325516036,0.07457257083069922,0.27977746546693555,0.09535930484104581,0.20875126433416835
Most people assume a manager is a,leadership,30,435,0.4365273296003797,0.3151457803323865,0.9981178325397195,0.0053812763900559415,0.0011906006791689184,0.01696441112223068,0.005262912356384445,0.022943278806166804,0.015403085592284763,0.020253538412421983,0.026216629532121304,0.026777186847079935,0.038431893237337825,0.01906951070047396,0.04840674120170011,0.023475267587896007,0.05869643965640554,0.03534273728383303,0.06415548094652988,0.05126671117261968,0.07165622550236919,0.06716603309826934,0.08205136140704793,0.0826034884093437,0.08897360631926604,0.08722249079575205,0.10086567290003227,0.09331936283091281,0.11563559142788098,0.1038609150758682,0.1336573763938605,0.09614354921098353,0.14103737078400058,0.10643616713506442,0.15350696507313216,0.09140661152420598,0.1662115096942976,0.09068026441255865,0.1478932455531284,0.09401391241096757,0.13992057205543926,0.07961559470230845,0.1310369838736271,0.0870878527208543,0.1447827358879396,0.09062036985459189,0.1926992914659369,0.08442186599405996,0.22595780980738356,0.08584300940775695,0.2796669682472064,0.09987398876876348,0.21411419927817862
Most people assume a leader is a,leadership,31,465,0.33939294319964225,0.40247454727068543,0.9991262345138239,0.006503322024458067,0.0014391886511764692,0.01911057496033332,0.005465204466206474,0.025279795469850666,0.015619582990762059,0.02362705200367777,0.02538812501254005,0.028306914450501392,0.03465967375035219,0.0194654915921987,0.042011903003222356,0.02200809244149071,0.05251592822455474,0.03611249010974909,0.058232841085205496,0.05422537912215075,0.06554510316700023,0.06958277125480622,0.07693509896028769,0.08346808841475171,0.08469048390418321,0.08675043814482371,0.09701599226634684,0.09799670913269805,0.11470153147953126,0.11385597061997041,0.13457144687673622,0.1090221504807545,0.1431767283973976,0.11745474466267326,0.15548470654808366,0.10781559729817192,0.16403913551040444,0.10428627799116726,0.14681491669844385,0.10393926698326221,0.13678704590634877,0.08943986169147033,0.12949075160798637,0.0968462007749914,0.1469726229529461,0.09518571379504707,0.1985745744474091,0.08651017230843377,0.23729998205325736,0.08333270561509525,0.2825373637713948,0.10332606878966907,0.21789552607044863
Most people assume an executive is a,leadership,30,435,0.469701549985475,0.34767263289541006,0.9966057993297,0.007005360321220968,0.0013709316170356387,0.018453028274494722,0.005343571454727636,0.02491502604044779,0.014916680894173362,0.026889624212750745,0.02614394636751892,0.03469816218272735,0.036558959068249734,0.022684939115143722,0.043677834492363815,0.02807653676199889,0.054253206180615396,0.0402388368116047,0.05857430001768733,0.05433779567961837,0.0662861662076867,0.0662628515630487,0.07571845861145746,0.08006596010115583,0.08263742149003366,0.08701491713841351,0.09632765366016297,0.09175393213599439,0.11301259147941686,0.10562302885527754,0.13560225852681373,0.09596867661084181,0.14416251480000544,0.1052046353086435,0.15894237745522174,0.09675593737134751,0.16793881583301323,0.09180795706460282,0.14840230877693555,0.0944175009389826,0.13996316904319586,0.07860124048786987,0.13156570946328042,0.08369482967973621,0.14550921873716632,0.09198050776923258,0.18884292405583242,0.0858601443278898,0.2222518189444191,0.08810978665833485,0.2737100266206279,0.08807607229334441,0.19950228746290902
A nurse is typically described as a,support,36,630,0.6025507084301032,0.5719732253346592,0.9844949847902171,0.006541890645282451,0.0013844711352169316,0.017920526508191488,0.006160669805552558,0.02291813652380064,0.0189209438115997,0.02878793543652624,0.030386052536938286,0.038073992970693554,0.04677098042933244,0.0278684780140188,0.06425358680078484,0.03302253432686871,0.07912344877000946,0.052959228533603915,0.08948945066011627,0.06751084884887867,0.09763811943518959,0.08493273050619896,0.10700705492221167,0.08634789824105599,0.11194174268766084,0.09169286003475695,0.11995243238373782,0.09103017763080326,0.13372790219192068,0.09430953498540615,0.14676479659630398,0.08872948850914711,0.15053042751719195,0.10212673118477728,0.1600664708734408,0.09102626452942503,0.1750529539986652,0.07967731649101523,0.17079459297864738,0.08124517143576171,0.16194046122938344,0.06587550603383653,0.14990653153870742,0.06844253141509346,0.16781846662217254,0.06997318517701683,0.21708103421008748,0.07056698179719144,0.24700346887881963,0.08630627615196437,0.2989627546193867,0.11998373903392946,0.23369581436966072
A caregiver is typically described as a,support,36,630,0.6618866078413045,0.7953186214435846,0.9944035798253026,0.007724510386345402,0.001649772147952977,0.019482357691582318,0.006270713961249946,0.02166567355441699,0.018503001325114957,0.025275614739736378,0.030215917945635766,0.042119633113989585,0.050040292933391115,0.03364511608752378,0.06417362703562267,0.037871284466494244,0.07668862319513749,0.05946995090564919,0.08538018207992816,0.07196699844865381,0.09237666579970578,0.09156421763456518,0.10227681491142332,0.0926729623576685,0.10801109190632321,0.0972919736532977,0.11689723736139605,0.1012316839928412,0.13209958337948177,0.10679179038425762,0.14640824566977695,0.1020579015278901,0.1556081140347375,0.11381577813353812,0.16430983033019325,0.10769363293315866,0.18578736637337326,0.09589519476896483,0.1836027797675672,0.0949847447245271,0.1747513220394736,0.0787141855496974,0.164795858854757,0.08154418539025958,0.18900005041842746,0.08529694778120309,0.2533246851619481,0.07222444906882743,0.29636577170560435,0.08385421128659615,0.3617154096243559,0.11929997222017091,0.2823393804110484
A secretary is typically described as a,support,36,630,0.6350475958449121,0.6351969430688769,0.9836934781051241,0.007246557573589141,0.0015434316784370004,0.0189754193141518,0.006245181783820497,0.02666456548079318,0.017027246569255614,0.028125678632104027,0.028861229764258495,0.03689651445759859,0.043498729414721625,0.02947212545186299,0.05675367334134999,0.03378182218918681,0.06838674380512148,0.055622842906474027,0.07683849526159782,0.07153797998789746,0.08444746573207487,0.08682827392532795,0.09372027696747137,0.08755584232085983,0.099337367132909,0.09346010015529721,0.10912362455313623,0.09787657427588446,0.12282918145047234,0.11190266912087903,0.1416918818137894,0.10366881868769966,0.14916494475360087,0.11598517817214159,0.16392407520665497,0.11732976188892422,0.17868096105319017,0.10438441155188448,0.17234798894677672,0.10085415644165609,0.16758268773663204,0.07879295870912062,0.15776275971651652,0.08391630460144282,0.1826240264462088,0.0830874577280527,0.24491599243667464,0.07759926133218566,0.3007920192236097,0.09012094575209906,0.37230182739261863,0.1292472185862242,0.32273418942470045
A receptionist is typically described as a,support,35,595,0.6165014904988888,0.6043116892687976,0.9809628371149302,0.006973212731082196,0.00152715391965667,0.018440028772073583,0.00613563156808998,0.02705714231082406,0.01694586303433902,0.0321603351834826,0.02967744831914899,0.04487428800356048,0.04717889384080759,0.03677357370193878,0.0648731210090993,0.041714062608861145,0.07966474895283696,0.06344783930867737,0.0908782873542624,0.07518308311548638,0.0987487594666161,0.0888987113800697,0.10719867827343552,0.09295625411151853,0.11182743690144334,0.093657173728837,0.12137560747813023,0.09498399386000472,0.13442065705404813,0.100465663523569,0.14906557882796637,0.09579708518384189,0.15297831151704047,0.10921485169735928,0.1649944020509611,0.1043936443830081,0.1782495731813048,0.09123380809166166,0.17421186964484336,0.09090515905312616,0.1670039573911604,0.07249808560689573,0.15651797903755912,0.07699867945577935,0.1766821999500751,0.0743816215786623,0.23222153776007168,0.07070477948257868,0.26838186072430537,0.08401258050190842,0.3199240983834502,0.11853706019233587,0.26604384390319513
An assistant is typically described as a,support,38,703,0.6676908685967938,0.6495578084141016,0.9851435004966334,0.007389885697679173,0.001749144710108686,0.018566876530249434,0.006354984934242951,0.02561135554492932,0.017129635324195668,0.030046393479323114,0.028943002933354108,0.04283706015170308,0.048082485307384376,0.03247261484528899,0.06705006162679852,0.036961153148080995,0.0832841051212983,0.05968133873718338,0.09470939139587238,0.07288712086453,0.10270247745429714,0.08488228292047295,0.11117786871328707,0.08692985752430377,0.11712772455680516,0.09158016090377359,0.12703854512638257,0.09948210710868165,0.14141993747365916,0.11338873005654959,0.15812852136590122,0.10707409491163589,0.16442986770156956,0.12634290884558946,0.1779706912839659,0.1260112563747593,0.1919400422372353,0.11430024763161302,0.1842117429123309,0.11561454844656506,0.18025911249641594,0.09297472343206176,0.16686010424353026,0.09466718646475519,0.19022472978985086,0.08589510610967983,0.2522733098321263,0.07904703630784515,0.3095772965654682,0.08300754953689923,0.38025623856685836,0.11357926349746982,0.3309501540355589
A support worker is typically described as a,support,36,630,0.6519124942978977,0.6813334310427308,0.9924781170266215,0.007355105371524759,0.0016586314287406385,0.018798074269815487,0.0062367437471884946,0.027561717922492065,0.0166366510103152,0.03062665003157309,0.02894067174205895,0.04210872787345071,0.04698853768700854,0.033169942371964044,0.06553222869470049,0.038277233813907754,0.08204117665580642,0.0585358738329542,0.09336095735493674,0.07100841552870608,0.10088650173601822,0.08688082810505139,0.11021494470014914,0.08933574699117285,0.11500625338646515,0.09053766160812388,0.12517818671857678,0.0983804036273096,0.1397316900344717,0.1111350144774666,0.1563087756746836,0.11219986330618578,0.16531162825652396,0.1310646353745384,0.1786714705531067,0.1293713880324945,0.18994930500629778,0.11725695856172019,0.18303277357482503,0.11237772068128805,0.17885331840696694,0.08816326354264868,0.16930634827784183,0.09397017808035249,0.19585961928592155,0.09050375295998078,0.2593508387606546,0.07827982795505102,0.30791559285794246,0.08224870161225589,0.36797647174778025,0.12867302509652565,0.31461772526157117
