context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30,l3_layer_31,pertok_layer_31,l3_layer_32,pertok_layer_32
"In many companies, a leader is seen as a",leadership,31,465,0.43617865841626957,0.48621270060539246,0.8990211503114551,0.0004828366417283874,3.838988694860843e-05,0.006065531668754751,0.00015548019463341685,0.004772757770911196,0.00023140959993983579,0.002132764546461008,0.0004265109003243456,0.0028781728511158814,0.0006935457384262929,0.002993333080459336,0.0009812033723820127,0.004564048723973258,0.001333536879553696,0.006191779506363008,0.0019430190761727914,0.005880393153457978,0.002824007531362668,0.007774903260192168,0.005517646439629053,0.006878241961899138,0.005413389310017472,0.011000688585648162,0.005970233685091613,0.00990160443351549,0.00613219128032053,0.007485118151154006,0.006438287623886906,0.007274672447635984,0.007149922308635769,0.007976080139367563,0.008541971190747382,0.007811268657258843,0.009509861797778048,0.012327433119588156,0.010184431713851557,0.01433347821236823,0.012401815593103124,0.017811983592302225,0.014715702464271072,0.011563989541408923,0.01626896145084995,0.014700626227358383,0.01807797165712251,0.022264842013471727,0.02010398327105702,0.01819368699850923,0.023885274135840497,0.022975031435725733,0.025625675565642943,0.022690271677539228,0.026129976876824758,0.029591670341447423,0.03060259516541102,0.026804877211415768,0.030431873659297202,0.03300681360362575,0.029894972987916116,0.0287299635713779,0.030168044461491534,0.0296781382116778,0.027165384868067265,0.026194856739602115,0.027702361351671777,0.11419166872083766,0.06751157986954621
"In many companies, an executive is seen as a",leadership,31,465,0.3659398101545895,0.42308634147047997,0.8614460616372526,0.000536990260128741,5.23671318624433e-05,0.00628121497530168,0.0001679958853683034,0.004509245048284677,0.00022904705912755424,0.001997227672932211,0.0004138322021193886,0.0031949584849871957,0.0006791357890077185,0.0028775068847790974,0.0009328943392580961,0.004462367476354397,0.001278200560061524,0.006081083013469539,0.0019062168136844567,0.005648368409836251,0.0025625108494324402,0.010889527467679544,0.006448628766594438,0.006925277062178181,0.005948808609549262,0.008272881606095024,0.0067970833591908435,0.008478911956670951,0.007025263570700654,0.006727597549698465,0.0072449295705872925,0.0073745337664828554,0.007841583441833503,0.0074157557529738495,0.009141166441470934,0.008259873354918944,0.010478123317575382,0.010012599582704576,0.01108510771921678,0.013696072892345304,0.01329501220779462,0.018309912448652665,0.01593775641600789,0.011200189837327217,0.01742448678805561,0.013422251107998794,0.019240526267659836,0.022279256491614666,0.021515678075737493,0.019349722288072375,0.025618862468742055,0.025688553557197732,0.027933588039636987,0.02352411297569125,0.028885959451734687,0.03233102979758411,0.032884476226330756,0.026217892841340327,0.03357988537125973,0.03384721329418086,0.034171782633401676,0.02932792779424941,0.03467990405742552,0.030627312010713597,0.03214734615972711,0.02761576579286357,0.033095255914295976,0.12800442962767972,0.07903012541926907
The ideal CEO is often imagined as a,leadership,30,435,0.3898439489367936,0.29782742727547884,0.8520421111024916,0.0005126099155027474,6.144928536839049e-05,0.008569017722212411,0.00021955841125005372,0.007051334492373578,0.0003657848559191379,0.0032454311554364528,0.000609512923204499,0.002780174292029824,0.0010357404042796688,0.0029318440800463145,0.0012706651795360716,0.005260355135644286,0.0016635613642986787,0.007920553215513798,0.0022923855351650534,0.007296253386034737,0.003103682205528994,0.007098648131917977,0.004675136826898933,0.006189678431080753,0.004954254612682226,0.010987045433152627,0.005759279869290113,0.008821146541033971,0.006242674846001495,0.007277833952414056,0.006710682661073982,0.00753671719260655,0.007428745743287157,0.009032094536456916,0.008727658016136104,0.009648249430639482,0.009523209521439705,0.011979213713941225,0.009867186748713857,0.01394930989487832,0.011467792344926482,0.013679377669693774,0.012723076168176906,0.009421161369454095,0.01312363897070224,0.012685443663446259,0.014474840831730184,0.02019991553892097,0.015904870620907268,0.014789416448620136,0.017842919191627685,0.020065337072907617,0.02025398856611301,0.01853937866750174,0.021909011947687445,0.026883663113560736,0.026731425727369952,0.021008851441917182,0.024737931252851682,0.027597673849936593,0.024308218072013034,0.021949467252211616,0.023969238362969648,0.020856499264114814,0.021093425174564726,0.018992394396300072,0.022865094741298404,0.07412408209246421,0.07125061712678843
The ideal manager is often imagined as a,leadership,33,528,0.5172671383639665,0.3239922891370952,0.7753859143704176,0.0005173450199285932,5.323251890322916e-05,0.008347801899847357,0.00020488870888351322,0.007040706038345143,0.0003413642291163275,0.003070142280404059,0.0005920176686570693,0.0027266892038527203,0.0010058730405371331,0.002925338610026688,0.0012609622658253568,0.004927657500574704,0.001659480325704816,0.008244882775369276,0.0023672069684318956,0.006402936101096009,0.003296898359205735,0.0072397755955303554,0.005176453879427936,0.00655637210913997,0.0057617670378879386,0.00997017607522487,0.006608558153855102,0.007892411427475597,0.007343800783249504,0.007192519641237105,0.007961418004114042,0.008312560023150192,0.008889019939178233,0.009536495657146413,0.01027690405427036,0.010511441999392303,0.011080401483153826,0.013019511136019927,0.011591300497412556,0.015423637999210121,0.013324239155112083,0.015253838291351178,0.014659601619839237,0.010864651796866595,0.015108344396667707,0.014151854632778776,0.016609573971657108,0.021124582480834236,0.017828291521303347,0.01446204110535535,0.01939146966138728,0.019102463353471065,0.021928659972613042,0.018668353396116957,0.022332588590572966,0.02491344972642412,0.026963289491785634,0.019659353205293762,0.025938965546752214,0.025321218014324916,0.02526772180354571,0.020814117388971355,0.02503722853701211,0.021217788558929508,0.02235071263851022,0.018395419010616924,0.02350152564415799,0.06786409766771781,0.05861607776928757
The ideal leader is often imagined as a,leadership,30,435,0.40374643393962684,0.45226922864094377,0.9240919717121869,0.0005158096444366755,5.6747397796611905e-05,0.008324269246115342,0.0002087912503552114,0.006714012931974416,0.0003365906748412417,0.002910072925430732,0.0005922996689686617,0.0028502258118822277,0.00100222238194461,0.0030199217928520033,0.0012841917265181356,0.005615413289974969,0.001636408851430519,0.008838301860074291,0.0021651614443449207,0.009647760874020583,0.0029327787709239753,0.0073307518543830365,0.004529135124118829,0.006146892717259008,0.005062177601081097,0.0112089182545535,0.005800780843871441,0.008644858792681093,0.006615948859943976,0.007976038795787142,0.007068233071210713,0.008212252318550651,0.007835322155805229,0.01020429447797417,0.009399121686305504,0.009750225175624518,0.01012934343962867,0.012972066455633587,0.010539520593279124,0.014625605569015328,0.01204292093361488,0.015384097183214306,0.013404578729437056,0.011291602261600298,0.014002738488643977,0.01405348676559105,0.015402720477768054,0.01995184553114021,0.016970508061366626,0.012479316214639628,0.019509464720011898,0.01961109553056076,0.021284147901369014,0.017819106822709298,0.024391817827478367,0.026610956836955003,0.02972184011386926,0.019366340907892177,0.026761677145841305,0.025428010848427055,0.02621356134580292,0.018803675370643685,0.02568820185814117,0.01794836812533231,0.022750011769400218,0.01591056629972798,0.024709617138147084,0.08172478353241398,0.08383071834747798
The ideal executive is often imagined as a,leadership,32,496,0.40684483542756555,0.27565200766548514,0.84910210641101,0.0005091693119799412,5.4460116403861475e-05,0.008392355832837449,0.00021311650207932534,0.007130321477409827,0.0003588570945361885,0.0030486433617187255,0.0006374763987600889,0.003069373434610435,0.0011139755367532977,0.0035397473189174218,0.001345229508065652,0.006256184473254208,0.0017790654276204285,0.0088503217547908,0.0024993908233322606,0.00801065732676291,0.003670778239372143,0.00869039048387525,0.006181266819277203,0.007822602574278158,0.006385419025495356,0.012272745174255655,0.00738697536999227,0.009928778807901368,0.008015339988477584,0.008500371920491101,0.008703565503865685,0.009304177512157256,0.00952497277304952,0.010471286397746827,0.01097091674464579,0.01154751124763564,0.011753511556758984,0.013592414605138459,0.01200154391740655,0.015221048177238178,0.013654537499425336,0.015467758092981355,0.014864183742282103,0.01103611464778083,0.015237251167786254,0.01517495459531105,0.016599923025531028,0.022465491443201552,0.01769952966592728,0.015977540999073607,0.01910103601889164,0.021809203156993872,0.02133671282774555,0.01880930036051175,0.021944352319043115,0.028822865880915875,0.02624798960738827,0.022141932946734905,0.025019916518828827,0.029047579080722894,0.024414809037100756,0.023629841898027786,0.024477333866889276,0.023491376781170234,0.02192634532040155,0.020954018557446358,0.023515923320671293,0.07194141529892982,0.059962002059161676
Most people assume a CEO is a,leadership,31,465,0.49203162164694914,0.52393729519099,0.9686884817783721,0.0006252448441045601,5.992006505652473e-05,0.00713754601774327,0.00019702580241082,0.006076114607599884,0.00036901350469776076,0.004076150755602115,0.0007273312082534552,0.002797447820564861,0.0012880490627696559,0.0038033649943299435,0.0015581362216666513,0.0055321007938876135,0.0020056115554324765,0.008773209494734181,0.002717729105761742,0.006898530500192251,0.0034433063417897048,0.007427676726474515,0.005698219506094196,0.006990675691482035,0.005880635924352542,0.011480169408124026,0.006867299657840648,0.009309283246309705,0.007320454604009369,0.007208740648190402,0.00788537484538063,0.008410098299207693,0.009074019687017057,0.007996786519075993,0.010721214867150147,0.009045313420486525,0.011516265588236246,0.011253391021187152,0.012294390730019105,0.01312057274330918,0.014771923459912814,0.01507970499771794,0.01680750495893848,0.009389639410289526,0.017640809387027282,0.013347419682591536,0.02011162312123356,0.02022691437206929,0.022305025746582628,0.014664138071512388,0.026033225095450113,0.02202948686902494,0.028940240475284474,0.021436957875833836,0.031938667769136175,0.03110014382645452,0.03792229904020026,0.025076698816759297,0.03650238069617026,0.030945498146972967,0.036278321893831414,0.024836184407105222,0.03606666540350093,0.025593771076782176,0.03241529199541839,0.02240341929636309,0.03412546748422386,0.14033838425627748,0.1030183977333262
Most people assume a manager is a,leadership,31,465,0.44533084854447924,0.6412933971732855,0.9698591985506937,0.000629976704324275,5.232590409718781e-05,0.00728250470825727,0.00019250292686339728,0.006025808668513108,0.0003685078453712497,0.003480925334259036,0.0007506091959114364,0.00314771317053946,0.001324675563547765,0.0038010660646760823,0.0016371282071656898,0.004673260352072352,0.0021239132828564126,0.007694713719256812,0.0028028526267399384,0.005783298807924514,0.003849880385253479,0.007738345126631184,0.0064647169514791495,0.00761275233254378,0.006819816866787998,0.008544983505921049,0.007703739539914763,0.007340787370282211,0.007991918563755251,0.007984402931340518,0.008779906311743016,0.010667370227522566,0.010102520226586097,0.009813024075662443,0.011748391294598403,0.009825851224970912,0.012766340460771401,0.01085721312843244,0.013566566009499867,0.012014033088259652,0.01640132189609494,0.012540327079813791,0.018504856159605242,0.012300582626725814,0.020195190185791,0.014313052458931722,0.022216784929584073,0.021259410645947097,0.024787311839008005,0.014198627521734161,0.029180796352753644,0.02243232785182518,0.03131251525458577,0.023190160766224183,0.033654496500842325,0.031123658158469136,0.040267114446267106,0.02693157785322744,0.03884246464445663,0.033683274383658236,0.03839592892982487,0.028001711369367983,0.03834752259815279,0.029340177268604137,0.03383748125831783,0.026152059774813136,0.035600485953476146,0.15061209015898305,0.10595956757557647
Most people assume a leader is a,leadership,29,406,0.49014773232654846,0.6167023456655443,0.990535428194562,0.00056471141630152,6.16072020640053e-05,0.006731862022463056,0.00023364313206595573,0.005439852510283503,0.00039380361045597984,0.003250353628720713,0.0007918496414893153,0.003700679495703292,0.001398697295016458,0.004110352569913212,0.0017583179420902484,0.005500064278455982,0.002268712760626204,0.008213478883391941,0.0031233903143485066,0.006347530448173514,0.004362698049102249,0.007367420698255927,0.0071916840619935035,0.0075940502560547084,0.007109025503389134,0.011918547547882503,0.00790070726442178,0.009857126918902701,0.008255600564704141,0.008138311540879833,0.008867916124610024,0.00925990500496774,0.00991531647036645,0.008995290473973716,0.011731851428476893,0.00929704459170948,0.012224580649379578,0.010859150893101315,0.013108609186027628,0.012241504256748218,0.015803991304737895,0.014973992027464807,0.01781491860272873,0.01200392590298261,0.01860541133713424,0.01521441835481028,0.020812765830699922,0.021089701636729248,0.023337895408594902,0.013441895924087762,0.026501948291000155,0.019281394303122156,0.02763723137398117,0.017943911725034237,0.03026369212787936,0.02683393817745113,0.0364241478575456,0.02247522544063804,0.03414480362962806,0.027015891613600903,0.03276415193931606,0.020631917511975607,0.03255835349396873,0.022187634555673783,0.028819349759553182,0.020452849013831362,0.031044893759141937,0.13694233475956055,0.10278602240051754
Most people assume an executive is a,leadership,32,496,0.4769218957313825,0.5673960037529469,0.9754328962881118,0.0005515841525050627,5.286358483912179e-05,0.007309015468937111,0.0001942922250067758,0.006579226931391583,0.00035696944878810255,0.0038996688633624967,0.0007396136139452593,0.0030232673427844645,0.0014211232009178447,0.004184494845568896,0.0017402065100083387,0.006041724242864694,0.0022475362589663983,0.009504249843622914,0.003097161572591902,0.006965986397611459,0.00412301644664799,0.007552468025434253,0.007161181110337117,0.006157317953543347,0.007030614791985305,0.012445911728304946,0.008031769849357717,0.010366141691265703,0.00838435521245983,0.007748379589924987,0.009050486361723543,0.008725666374486825,0.01038766467907631,0.008879035318610262,0.01212933540799311,0.009663051326727479,0.01290817392993308,0.010738534609210463,0.013553413294261657,0.012927695904573726,0.01606644447016157,0.017804603231634786,0.01832506810192311,0.011497543384061842,0.01932537200103066,0.01482173619810102,0.021725413396164843,0.024168545830674078,0.024749464405551397,0.014467016967330458,0.027615365812719728,0.020555653953716547,0.02939531841531074,0.02025878551552166,0.03158217223128662,0.028555009859374935,0.0373712798068975,0.02284361149150468,0.0357475194742496,0.02966161532891522,0.035642554673904495,0.023827742328673168,0.03584477854200013,0.025307514635220404,0.03206142483729272,0.02368613210030166,0.03456477616051837,0.1431893184929825,0.09901526700852857
A nurse is typically described as a,support,37,666,0.5895956475694709,0.6663635731674731,0.9401009440189227,0.0005563146484562395,7.334916125412449e-05,0.008554961500697756,0.0002443124142396264,0.005791011167708604,0.00034455567034284896,0.0026268410692968044,0.000634467682440459,0.0034569075801907704,0.0010541690816989987,0.0035799220354741194,0.0014526017665213067,0.004351502730048565,0.0018683085105995853,0.005703598262885776,0.0024491923818800525,0.005553031591821568,0.003266425292948126,0.006269416611202922,0.005714805209769068,0.006814508887259678,0.0067634184559258285,0.008298634726719161,0.007786119490632324,0.008455922598371999,0.008376056979782604,0.008782384579988634,0.008893995484054012,0.010102575365564137,0.010365681077993636,0.01136736035201841,0.012518267915872546,0.012163960148396723,0.014193577469138144,0.012220065994930761,0.01584028227579287,0.01608364291866731,0.01889191839965645,0.022860674646067468,0.020676253557950476,0.012544059694206787,0.024457393732765703,0.01746808452640738,0.02732365762566945,0.02514905483665465,0.03076477213368233,0.01486667815636803,0.03509638283737896,0.019311771900836144,0.039321559763011105,0.020242528102430102,0.03965173815382667,0.025139463308948225,0.04751965407818841,0.02204011030198412,0.0496085178297606,0.027716162396262824,0.051710347484608565,0.025182798353425132,0.05363249313988259,0.024924622454464675,0.052423933779197664,0.02465560761790676,0.05480291860984368,0.09410015728805075,0.10649866397229153
A caregiver is typically described as a,support,35,595,0.537863268949577,0.8026728525292128,0.9345659965183586,0.000492638107436303,5.703094015910689e-05,0.008834317827350628,0.00023019272220331987,0.006357458674988948,0.0003491622176169099,0.002739116458687524,0.0006504172399800692,0.0029841286020293335,0.001099419758298814,0.003604474510563888,0.001518505569493895,0.004674823641931894,0.0019550980161032673,0.007085216423875195,0.0025897663248159405,0.006354535817265039,0.0033600730148885365,0.007437222480067188,0.005525658921854149,0.007301124259375333,0.006619175944054335,0.00790055057326149,0.007772963206108712,0.007539512398413157,0.007997603337693478,0.008010231795507621,0.008403017458888737,0.01023812474873484,0.00956916258411447,0.011135423498148021,0.01113735189604575,0.011175985151929404,0.012648759801327326,0.014146617229157995,0.014100356767800526,0.0173183783939604,0.016066018896972446,0.0209392891632218,0.01752132029091247,0.013468459456047644,0.019618763806232085,0.018858662822123028,0.02221117601921512,0.024501755467186533,0.02418197973730412,0.01530018731341985,0.028604249029453476,0.01986613009072284,0.033478983946364595,0.02030113782419655,0.0330989241534834,0.02675763609483384,0.038899000686750236,0.025461752272594174,0.03962835344885698,0.033689700050369045,0.039731491348382275,0.024463757828982392,0.04070559727419506,0.028790354549606594,0.038493067824676784,0.029548471642235636,0.04048680243114394,0.090598696282872,0.08527918369386402
A secretary is typically described as a,support,37,666,0.5896888590042311,0.6491124667227268,0.8980585497338325,0.0004580005037071767,5.961141576226991e-05,0.008849244179620307,0.00026413868751513274,0.006226923130617324,0.0003747864216653536,0.0026092947648542063,0.000704701892922626,0.0037211531618820915,0.0011520240040718682,0.003599234674966663,0.0017157875182734139,0.004221292645746105,0.002321710470351094,0.004999708922662549,0.0030172751656432615,0.0060611506945746916,0.0041803730772015405,0.006979744102325203,0.007488457800060373,0.00856130828027952,0.008005150501206388,0.011695585068667145,0.009000063850402012,0.011325185073408593,0.00923236816076055,0.009500703728537589,0.009808418140408061,0.011238690424867729,0.011203757449414495,0.011650759645578913,0.012992877125711594,0.01164440711330968,0.01487076656056406,0.014691848746196045,0.016758664571479728,0.018515859832948376,0.01902972207866294,0.022270917733089746,0.020868791322332086,0.013423676158637892,0.023561624597654818,0.020622898550529727,0.027367575572441592,0.027602639901511856,0.030715159676367985,0.017265768261250862,0.03558662498422948,0.024412875793934193,0.04188952967940601,0.02381146116308938,0.04196973740030899,0.03238769408683291,0.050400211495715844,0.0274518803715987,0.05096539302625798,0.03771790885009051,0.05148354805506235,0.027198892043681963,0.052501529400000704,0.03200692781629362,0.05056511434583735,0.03292125540957492,0.05304400550749222,0.12376310560690036,0.1212550852989039
A receptionist is typically described as a,support,35,595,0.5480697933356741,0.6633048593066633,0.8339511461090297,0.0005001235838594226,5.932325989504518e-05,0.010187509584345214,0.000257063738619017,0.0073449084823448306,0.00036298744210505927,0.0038897795856426064,0.0006332601307715688,0.0025992994811966648,0.0009948683271521366,0.0037712589147459773,0.0013340739225568285,0.00568083617772044,0.0017389768952600043,0.007333288486980499,0.0021880540947080648,0.007199779038923497,0.0029344592214308168,0.007241267382968311,0.005371763575669239,0.0072469664682881406,0.006137248853255455,0.00927360786499568,0.007283667246144788,0.009556837787665064,0.008001642486288414,0.008876455455746378,0.00877350751349178,0.01034237198103167,0.00990429972851434,0.010767112198004873,0.011811184403717784,0.011783102417690504,0.014080508749031738,0.014699558319094613,0.016287968922960746,0.020977862114992432,0.019403877063371374,0.026705282816504743,0.021642412584951545,0.016200852064477442,0.024870861781617657,0.02266907277020211,0.028132501596840647,0.0279611022964885,0.03163149299842404,0.017420066265165398,0.03725603237441703,0.027163019556224053,0.042464409520652266,0.028254555589135692,0.04163799164575336,0.03781949950621103,0.048964848772769416,0.03380281935351754,0.048319171760092365,0.04336932373872363,0.04874697219409715,0.03399836223556562,0.04909739164919127,0.03628279382643699,0.046605668978183634,0.036683275658715625,0.048664385001857276,0.11093438011552609,0.09321953589114165
An assistant is typically described as a,support,35,595,0.3427945797148274,0.6435085358098149,0.8075966662727296,0.0004899382066667631,7.434240635418072e-05,0.008943817832288327,0.00023259557788861683,0.006418501207722737,0.00034292348232708596,0.0032133764519909846,0.0006385517051113375,0.0034095114723528457,0.0010295511787002814,0.003015663864508602,0.001393151938097202,0.004111372271856961,0.001836193110160443,0.006665121106674883,0.002439359505867308,0.00707942923006669,0.0034061829132208186,0.006961815913534589,0.006787803133084907,0.007735237338309829,0.007646117978707762,0.011877423307979782,0.008679980733882882,0.01057665649886417,0.008988427118910484,0.008435179156158433,0.009354666189463595,0.01106317936077534,0.010374757819506256,0.010944512883391988,0.01211357649132048,0.014574656010912186,0.013802244462740242,0.02395648170947148,0.015750367151254673,0.025578115258386998,0.017031435775915184,0.027048650206361578,0.018126915074082248,0.01605987559539101,0.020061173608824034,0.025645786961899536,0.022564983654265944,0.026932990766781663,0.023386552071970535,0.017011159146146402,0.026981227964461733,0.019780160125370462,0.030583359358614448,0.018600979548193383,0.031745521346358656,0.03125907629332565,0.03541083235220548,0.029675345579125424,0.03541946955444715,0.04546600714767784,0.036347495723495084,0.03345342061188922,0.03635270166399261,0.03963929359022873,0.033743285146102905,0.039798068094108074,0.03608784503561588,0.09175135503266381,0.07172469085887387
A support worker is typically described as a,support,35,595,0.37379186619913485,0.553875311743468,0.8410549713298678,0.00047777078829313295,6.146829463395952e-05,0.008521391915734451,0.00024672349714045843,0.006205654238740123,0.0003618977562732566,0.0028070266359108216,0.0006838062741858466,0.003603094562889885,0.0011500970592719943,0.003354187727061646,0.0014729576206565754,0.004228185675701104,0.0019315048082620015,0.0052238943185697675,0.002384202648196127,0.00521444705079866,0.003376904492951062,0.006518467578260616,0.0066560410623710195,0.007409304286426498,0.007466655630887499,0.009520051734233271,0.008442774880716587,0.010033148096127974,0.008807254608464559,0.007830992523053054,0.009224592653742517,0.009083202017605468,0.010125441021567275,0.010510460583512968,0.011865550094069983,0.011330949209886343,0.013448453601869331,0.016077370927585252,0.014940237714751116,0.01939729045753495,0.016978252344967325,0.02038474490621578,0.017687886260506675,0.013973414869009194,0.01912385003436277,0.018456267483676313,0.021499946938403174,0.023579338299746795,0.023849116265945006,0.01649753076729442,0.026887065477376248,0.020839193710988507,0.0332052766688503,0.022422168458247897,0.032581465945665765,0.03508730219018609,0.038167333739763436,0.032070731231078224,0.03819190834869669,0.040876925173092014,0.03855772075484298,0.032479949303851105,0.039039168626926544,0.035486860319832905,0.03652019704761506,0.034266703471153445,0.03838010710475474,0.08117147329559996,0.07144997691934672
A teacher is typically described as a,support,36,630,0.6069125509166823,0.7050373144447803,0.9154045660980046,0.0005765270551255684,6.457510809678034e-05,0.009154257287266028,0.0002482733411031668,0.006781693299574963,0.00036958330576323313,0.002891269335633359,0.0006989577661160472,0.0032491784879029794,0.001218091504345724,0.003363808704867449,0.0017477556223011077,0.0045536951228975905,0.0024352041618458447,0.006178589752121538,0.0033066225942204657,0.005632287418605339,0.004500974699019913,0.006429297030530558,0.005760217205321839,0.0068355675870156,0.006465819801916813,0.008682318480594113,0.007012282881974906,0.009260800612425915,0.007423865028004866,0.007963827863109233,0.007941312626062295,0.00886544034577761,0.009000431447273841,0.009507667347817399,0.01094863900633585,0.011094341542381224,0.0129392701771581,0.010136478507341838,0.014280740851615702,0.014398199619934373,0.017390204453853794,0.019382199550540453,0.019629801206625892,0.010776611790769861,0.02365441942859755,0.017146442523835407,0.027315863288280184,0.02505451211732001,0.031187884209652142,0.016485814689182258,0.03728830017627836,0.02386535124412529,0.041960814566951714,0.02246173617880218,0.042104454724418934,0.0283342182743166,0.04790046612940508,0.0232374237852156,0.047257620369992086,0.031424298041230335,0.04630667757884493,0.02634414043531282,0.04784982691777509,0.02747856677360123,0.04399905673853148,0.02747451153076677,0.04573213855465072,0.12708557789087815,0.10877631593410883
A babysitter is typically described as a,support,35,595,0.5618984046098747,0.764276169706136,0.8909192234277725,0.0005553085196369406,6.524306752750317e-05,0.008429150760528865,0.00023137258429677715,0.0063437529513646635,0.00034880420420039724,0.0033343985404737163,0.0006660359925737102,0.0030325613605168018,0.0010532880167173511,0.003756706117963613,0.0013637183572759622,0.00498361867412808,0.0017676830013325872,0.007817573961911899,0.002228009035178791,0.006763713461707789,0.0031245843339186264,0.006438402317037173,0.005886762160268009,0.0067176226159713056,0.006783215481396354,0.007639727480513419,0.007477707305820643,0.008182760502059938,0.007932943268577675,0.007128850998409591,0.00829297369556643,0.0069956556270088,0.008892516091010551,0.00813545339066757,0.01063132957396201,0.008374192448797986,0.012793593309742644,0.011445687415803688,0.015082234090559582,0.017451617176222997,0.0171845528264862,0.021790959362156248,0.017781836595658785,0.012961092263512696,0.020104432337191478,0.02074547882702161,0.022809874049601057,0.02459971217979194,0.02472153277431116,0.012726412539152765,0.029891394867532853,0.020185953234751284,0.03519957975367574,0.019971141820727397,0.03418132333423325,0.02843879371076242,0.04030541421198386,0.02636168454256473,0.04103165457043822,0.037386207280460874,0.04160083434162465,0.027884552607552824,0.04205584703506312,0.036309113468484956,0.040506273338446676,0.04133339973329883,0.04358018555809174,0.09458287290148207,0.08163171784742651
"In many workplaces, a nurse is seen as a",support,35,595,0.5580321618934616,0.2518434254452586,0.8058896330185235,0.0004950761984536887,6.166494031494909e-05,0.005422860002867672,0.00019548988803205056,0.0035341952793874827,0.00023259898601264746,0.0021305959466968137,0.00037667096542582144,0.0035523219702375064,0.0005987687870256403,0.0032409078868442325,0.0007727698198206908,0.0032608854379299387,0.0009618953941906578,0.005254640891067209,0.0013496262911590513,0.004945750476005416,0.0017727279095626721,0.00571316231864918,0.0034582410586014222,0.00565776143106801,0.004000808346464213,0.006043724013428814,0.0045431922980017116,0.006680203839563421,0.004763486828277294,0.0056898793891584755,0.004995148045249685,0.005673341177302581,0.0055226015511363365,0.006871023305833266,0.006850185925524637,0.006921821674760765,0.008252525250949185,0.01120330545772676,0.009057120314076204,0.013879507773906738,0.010615503400770084,0.017604241454284332,0.012471161232518724,0.011006677142268335,0.014356533686697969,0.014146288815432726,0.016025178429510043,0.023094746380363497,0.017573514359648962,0.019042800405482355,0.021848858326166454,0.024134926229904752,0.02409171493811728,0.0234318727914683,0.02751813026454962,0.03443678250115315,0.033209094170298,0.028164771447430438,0.031918606793076135,0.041408529312779045,0.033803112570673075,0.030070671283927316,0.033964738593745,0.03692671124560955,0.03262272768871739,0.03746236822023604,0.03578955436768581,0.13580056639923532,0.1053910095397988
"In many workplaces, a caregiver is seen as a",support,37,666,0.5847658040184787,0.3263642410747707,0.7512807822786272,0.0004773133811873291,5.888177438332035e-05,0.005544466096013329,0.0001846575493763277,0.003676517989528873,0.00023453422937394123,0.002089298738434227,0.00037127990797598484,0.0032994074536179473,0.0005889726755575722,0.0031978358243395875,0.0007683221064496269,0.003398941195566004,0.0009474257951558468,0.004912776136460471,0.00130546058794744,0.0045025298753292985,0.0017087895860949612,0.005422738101524795,0.0037716350439850783,0.005119343960664214,0.004160118578685059,0.00711690791771706,0.004575143243398829,0.006673379197403973,0.004777912933722368,0.005200472482784534,0.004961422419490698,0.005438572109868006,0.005456726431048034,0.006491902785781123,0.006667921983231571,0.006872853379822302,0.008034892778755926,0.011755498946762455,0.00887269550577349,0.014419592343942585,0.010282209875150819,0.013269979913436222,0.011702562203594504,0.009557373033417561,0.01326372653779818,0.010963382974381855,0.01455266037309196,0.02035151035211286,0.016007246073004116,0.016498403025183392,0.02059776416222696,0.02516021088622709,0.022194143156201995,0.02402426044650608,0.025779832279686193,0.035480076408674274,0.03113565157086159,0.028712309170866836,0.028496925879653755,0.04017368939274245,0.03000894089228334,0.028460437027927537,0.029986019454101655,0.03554253101746251,0.02815928796566132,0.03760178216092202,0.031255100496921394,0.13437829964720768,0.09857692748917471
