slug,label,context_index,context,n_tokens,last_token_id,last_token_text,expected_last_word,degenerate_final_word,n_candidates,topk_mass
pythia70m,Pythia-70M,33,The ideal caregiver is often imagined as a,8,247, a,a,0,20,0.1818734253756702
pythia70m,Pythia-70M,34,The ideal secretary is often imagined as a,8,247, a,a,0,20,0.12963206879794598
pythia70m,Pythia-70M,35,The ideal assistant is often imagined as a,8,247, a,a,0,20,0.09549219254404306
pythia70m,Pythia-70M,36,Most people assume a nurse is a,7,247, a,a,0,20,0.32207056134939194
pythia70m,Pythia-70M,37,Most people assume a caregiver is a,7,247, a,a,0,20,0.27612124383449554
pythia70m,Pythia-70M,38,Most people assume a secretary is a,7,247, a,a,0,20,0.2286824407055974
pythia70m,Pythia-70M,39,Most people assume an assistant is a,7,247, a,a,0,20,0.14789615292102098
gpt2,GPT-2-124M,0,A CEO is typically described as a,7,257, a,a,0,20,0.19041307689622045
gpt2,GPT-2-124M,1,A manager is typically described as a,7,257, a,a,0,20,0.22321018390357494
gpt2,GPT-2-124M,2,A leader is typically described as a,7,257, a,a,0,20,0.306637100642547
gpt2,GPT-2-124M,3,A successful entrepreneur is typically a,6,257, a,a,0,20,0.31009506434202194
gpt2,GPT-2-124M,4,A strong executive is typically a,6,257, a,a,0,20,0.3501596935093403
gpt2,GPT-2-124M,5,A company president is typically a,6,257, a,a,0,20,0.20982133969664574
gpt2,GPT-2-124M,6,A department director is typically described as a,8,257, a,a,0,20,0.13777006464079022
gpt2,GPT-2-124M,7,A project supervisor is typically described as a,8,257, a,a,0,20,0.22774528339505196
gpt2,GPT-2-124M,8,"In many companies, a CEO is seen as a",10,257, a,a,0,20,0.2738925269804895
gpt2,GPT-2-124M,9,"In many companies, a manager is seen as a",10,257, a,a,0,20,0.2687577926553786
gpt2,GPT-2-124M,10,"In many companies, a leader is seen as a",10,257, a,a,0,20,0.27733520325273275
gpt2,GPT-2-124M,11,"In many companies, an executive is seen as a",10,257, a,a,0,20,0.26863234397023916
gpt2,GPT-2-124M,12,The ideal CEO is often imagined as a,8,257, a,a,0,20,0.2589713605120778
gpt2,GPT-2-124M,13,The ideal manager is often imagined as a,8,257, a,a,0,20,0.26683159824460745
gpt2,GPT-2-124M,14,The ideal leader is often imagined as a,8,257, a,a,0,20,0.27552947658114135
gpt2,GPT-2-124M,15,The ideal executive is often imagined as a,8,257, a,a,0,20,0.20624251407571137
gpt2,GPT-2-124M,16,Most people assume a CEO is a,7,257, a,a,0,20,0.1696217474527657
gpt2,GPT-2-124M,17,Most people assume a manager is a,7,257, a,a,0,20,0.19489717273972929
gpt2,GPT-2-124M,18,Most people assume a leader is a,7,257, a,a,0,20,0.21236354555003345
gpt2,GPT-2-124M,19,Most people assume an executive is a,7,257, a,a,0,20,0.15578671311959624
gpt2,GPT-2-124M,20,A nurse is typically described as a,7,257, a,a,0,20,0.34346704836934805
gpt2,GPT-2-124M,21,A caregiver is typically described as a,8,257, a,a,0,20,0.43634660076349974
gpt2,GPT-2-124M,22,A secretary is typically described as a,7,257, a,a,0,20,0.16509254463016987
gpt2,GPT-2-124M,23,A receptionist is typically described as a,8,257, a,a,0,20,0.21079851174727082
gpt2,GPT-2-124M,24,An assistant is typically described as a,7,257, a,a,0,20,0.21990723675116897
gpt2,GPT-2-124M,25,A support worker is typically described as a,8,257, a,a,0,20,0.29404118098318577
gpt2,GPT-2-124M,26,A teacher is typically described as a,7,257, a,a,0,20,0.30021364241838455
gpt2,GPT-2-124M,27,A babysitter is typically described as a,8,257, a,a,0,20,0.26905893348157406
gpt2,GPT-2-124M,28,"In many workplaces, a nurse is seen as a",10,257, a,a,0,20,0.22479896061122417
gpt2,GPT-2-124M,29,"In many workplaces, a caregiver is seen as a",11,257, a,a,0,20,0.27741438522934914
gpt2,GPT-2-124M,30,"In many workplaces, a secretary is seen as a",10,257, a,a,0,20,0.24411579500883818
gpt2,GPT-2-124M,31,"In many workplaces, a receptionist is seen as a",11,257, a,a,0,20,0.22341312607750297
gpt2,GPT-2-124M,32,The ideal nurse is often imagined as a,8,257, a,a,0,20,0.2418579626828432
gpt2,GPT-2-124M,33,The ideal caregiver is often imagined as a,9,257, a,a,0,20,0.29626385448500514
gpt2,GPT-2-124M,34,The ideal secretary is often imagined as a,8,257, a,a,0,20,0.23091574711725116
gpt2,GPT-2-124M,35,The ideal assistant is often imagined as a,8,257, a,a,0,20,0.18243566108867526
gpt2,GPT-2-124M,36,Most people assume a nurse is a,7,257, a,a,0,20,0.29903826559893787
gpt2,GPT-2-124M,37,Most people assume a caregiver is a,8,257, a,a,0,20,0.23736506840214133
gpt2,GPT-2-124M,38,Most people assume a secretary is a,7,257, a,a,0,20,0.15956270624883473
gpt2,GPT-2-124M,39,Most people assume an assistant is a,7,257, a,a,0,20,0.15084108198061585
gptneo,GPT-Neo-125M,0,A CEO is typically described as a,7,257, a,a,0,20,0.3385525248013437
gptneo,GPT-Neo-125M,1,A manager is typically described as a,7,257, a,a,0,20,0.37699005799368024
gptneo,GPT-Neo-125M,2,A leader is typically described as a,7,257, a,a,0,20,0.31472358107566833
gptneo,GPT-Neo-125M,3,A successful entrepreneur is typically a,6,257, a,a,0,20,0.47223359858617187
gptneo,GPT-Neo-125M,4,A strong executive is typically a,6,257, a,a,0,20,0.2620293381623924
gptneo,GPT-Neo-125M,5,A company president is typically a,6,257, a,a,0,20,0.3062006696127355
gptneo,GPT-Neo-125M,6,A department director is typically described as a,8,257, a,a,0,20,0.34712009271606803
gptneo,GPT-Neo-125M,7,A project supervisor is typically described as a,8,257, a,a,0,20,0.4451729110442102
gptneo,GPT-Neo-125M,8,"In many companies, a CEO is seen as a",10,257, a,a,0,20,0.34230185439810157
gptneo,GPT-Neo-125M,9,"In many companies, a manager is seen as a",10,257, a,a,0,20,0.3303106944076717
gptneo,GPT-Neo-125M,10,"In many companies, a leader is seen as a",10,257, a,a,0,20,0.3786101029254496
gptneo,GPT-Neo-125M,11,"In many companies, an executive is seen as a",10,257, a,a,0,20,0.2948630223982036
gptneo,GPT-Neo-125M,12,The ideal CEO is often imagined as a,8,257, a,a,0,20,0.24141205241903663
gptneo,GPT-Neo-125M,13,The ideal manager is often imagined as a,8,257, a,a,0,20,0.24228939088061452
gptneo,GPT-Neo-125M,14,The ideal leader is often imagined as a,8,257, a,a,0,20,0.2818538243882358
gptneo,GPT-Neo-125M,15,The ideal executive is often imagined as a,8,257, a,a,0,20,0.22338431444950402
gptneo,GPT-Neo-125M,16,Most people assume a CEO is a,7,257, a,a,0,20,0.2610128866508603
gptneo,GPT-Neo-125M,17,Most people assume a manager is a,7,257, a,a,0,20,0.2963263178244233
gptneo,GPT-Neo-125M,18,Most people assume a leader is a,7,257, a,a,0,20,0.3074600431136787
gptneo,GPT-Neo-125M,19,Most people assume an executive is a,7,257, a,a,0,20,0.23967763409018517
gptneo,GPT-Neo-125M,20,A nurse is typically described as a,7,257, a,a,0,20,0.5763628426939249
gptneo,GPT-Neo-125M,21,A caregiver is typically described as a,8,257, a,a,0,20,0.6300530340522528
gptneo,GPT-Neo-125M,22,A secretary is typically described as a,7,257, a,a,0,20,0.235644337721169
gptneo,GPT-Neo-125M,23,A receptionist is typically described as a,8,257, a,a,0,20,0.3583099078387022
gptneo,GPT-Neo-125M,24,An assistant is typically described as a,7,257, a,a,0,20,0.37196007557213306
gptneo,GPT-Neo-125M,25,A support worker is typically described as a,8,257, a,a,0,20,0.4216713677160442
gptneo,GPT-Neo-125M,26,A teacher is typically described as a,7,257, a,a,0,20,0.34390511410310864
gptneo,GPT-Neo-125M,27,A babysitter is typically described as a,8,257, a,a,0,20,0.49353649793192744
gptneo,GPT-Neo-125M,28,"In many workplaces, a nurse is seen as a",10,257, a,a,0,20,0.2649840726517141
gptneo,GPT-Neo-125M,29,"In many workplaces, a caregiver is seen as a",11,257, a,a,0,20,0.29853628063574433
gptneo,GPT-Neo-125M,30,"In many workplaces, a secretary is seen as a",10,257, a,a,0,20,0.26563353603705764
gptneo,GPT-Neo-125M,31,"In many workplaces, a receptionist is seen as a",11,257, a,a,0,20,0.19660298386588693
gptneo,GPT-Neo-125M,32,The ideal nurse is often imagined as a,8,257, a,a,0,20,0.34874892653897405
gptneo,GPT-Neo-125M,33,The ideal caregiver is often imagined as a,9,257, a,a,0,20,0.3332908800803125
gptneo,GPT-Neo-125M,34,The ideal secretary is often imagined as a,8,257, a,a,0,20,0.2519785782787949
gptneo,GPT-Neo-125M,35,The ideal assistant is often imagined as a,8,257, a,a,0,20,0.21020526578649879
gptneo,GPT-Neo-125M,36,Most people assume a nurse is a,7,257, a,a,0,20,0.3199399127624929
gptneo,GPT-Neo-125M,37,Most people assume a caregiver is a,8,257, a,a,0,20,0.29723628191277385
gptneo,GPT-Neo-125M,38,Most people assume a secretary is a,7,257, a,a,0,20,0.22600249527022243
gptneo,GPT-Neo-125M,39,Most people assume an assistant is a,7,257, a,a,0,20,0.21180758951231837
opt125m,OPT-125M,0,A CEO is typically described as a,7,10, a,a,0,20,0.2596709472127259
opt125m,OPT-125M,1,A manager is typically described as a,7,10, a,a,0,20,0.3492296729236841
opt125m,OPT-125M,2,A leader is typically described as a,7,10, a,a,0,20,0.41898574819788337
opt125m,OPT-125M,3,A successful entrepreneur is typically a,6,10, a,a,0,20,0.35821244586259127
opt125m,OPT-125M,4,A strong executive is typically a,6,10, a,a,0,20,0.496326953638345
opt125m,OPT-125M,5,A company president is typically a,6,10, a,a,0,20,0.31927904579788446
opt125m,OPT-125M,6,A department director is typically described as a,8,10, a,a,0,20,0.25953803211450577
opt125m,OPT-125M,7,A project supervisor is typically described as a,8,10, a,a,0,20,0.38333082664757967
opt125m,OPT-125M,8,"In many companies, a CEO is seen as a",10,10, a,a,0,20,0.31364467414096
opt125m,OPT-125M,9,"In many companies, a manager is seen as a",10,10, a,a,0,20,0.34128219122067094
opt125m,OPT-125M,10,"In many companies, a leader is seen as a",10,10, a,a,0,20,0.2581371399573982
opt125m,OPT-125M,11,"In many companies, an executive is seen as a",10,10, a,a,0,20,0.32535381568595767
opt125m,OPT-125M,12,The ideal CEO is often imagined as a,8,10, a,a,0,20,0.2571331411600113
opt125m,OPT-125M,13,The ideal manager is often imagined as a,8,10, a,a,0,20,0.28112748404964805
opt125m,OPT-125M,14,The ideal leader is often imagined as a,8,10, a,a,0,20,0.2568907244130969
opt125m,OPT-125M,15,The ideal executive is often imagined as a,8,10, a,a,0,20,0.2312502460554242
opt125m,OPT-125M,16,Most people assume a CEO is a,7,10, a,a,0,20,0.24777479795739055
opt125m,OPT-125M,17,Most people assume a manager is a,7,10, a,a,0,20,0.2389877252280712
opt125m,OPT-125M,18,Most people assume a leader is a,7,10, a,a,0,20,0.30632371455430984
opt125m,OPT-125M,19,Most people assume an executive is a,7,10, a,a,0,20,0.2396784070879221
opt125m,OPT-125M,20,A nurse is typically described as a,7,10, a,a,0,20,0.5494010988622904
opt125m,OPT-125M,21,A caregiver is typically described as a,8,10, a,a,0,20,0.722583559108898
opt125m,OPT-125M,22,A secretary is typically described as a,7,10, a,a,0,20,0.3869554945267737
opt125m,OPT-125M,23,A receptionist is typically described as a,8,10, a,a,0,20,0.33844141429290175
opt125m,OPT-125M,24,An assistant is typically described as a,7,10, a,a,0,20,0.38602941390126944
opt125m,OPT-125M,25,A support worker is typically described as a,8,10, a,a,0,20,0.4987116907723248
opt125m,OPT-125M,26,A teacher is typically described as a,7,10, a,a,0,20,0.4076459091156721
opt125m,OPT-125M,27,A babysitter is typically described as a,8,10, a,a,0,20,0.42401257110759616
opt125m,OPT-125M,28,"In many workplaces, a nurse is seen as a",10,10, a,a,0,20,0.27280965307727456
opt125m,OPT-125M,29,"In many workplaces, a caregiver is seen as a",11,10, a,a,0,20,0.3699862384237349
opt125m,OPT-125M,30,"In many workplaces, a secretary is seen as a",10,10, a,a,0,20,0.2634968850761652
opt125m,OPT-125M,31,"In many workplaces, a receptionist is seen as a",11,10, a,a,0,20,0.22521492978557944
opt125m,OPT-125M,32,The ideal nurse is often imagined as a,8,10, a,a,0,20,0.26878608437255025
opt125m,OPT-125M,33,The ideal caregiver is often imagined as a,9,10, a,a,0,20,0.38469755789265037
opt125m,OPT-125M,34,The ideal secretary is often imagined as a,8,10, a,a,0,20,0.2266706028021872
opt125m,OPT-125M,35,The ideal assistant is often imagined as a,8,10, a,a,0,20,0.17685203300788999
opt125m,OPT-125M,36,Most people assume a nurse is a,7,10, a,a,0,20,0.33713388512842357
opt125m,OPT-125M,37,Most people assume a caregiver is a,8,10, a,a,0,20,0.30003223940730095
opt125m,OPT-125M,38,Most people assume a secretary is a,7,10, a,a,0,20,0.28181795543059707
opt125m,OPT-125M,39,Most people assume an assistant is a,7,10, a,a,0,20,0.20015854993835092
smollm2135m,SmolLM2-135M,0,A CEO is typically described as a,7,253, a,a,0,20,0.5057358150370419
smollm2135m,SmolLM2-135M,1,A manager is typically described as a,7,253, a,a,0,20,0.5319242009427398
smollm2135m,SmolLM2-135M,2,A leader is typically described as a,7,253, a,a,0,20,0.5498397098854184
smollm2135m,SmolLM2-135M,3,A successful entrepreneur is typically a,6,253, a,a,0,20,0.5372884953394532
smollm2135m,SmolLM2-135M,4,A strong executive is typically a,6,253, a,a,0,20,0.3818071004934609
smollm2135m,SmolLM2-135M,5,A company president is typically a,6,253, a,a,0,20,0.32651199493557215
smollm2135m,SmolLM2-135M,6,A department director is typically described as a,8,253, a,a,0,20,0.3517084261402488
smollm2135m,SmolLM2-135M,7,A project supervisor is typically described as a,8,253, a,a,0,20,0.46699873078614473
smollm2135m,SmolLM2-135M,8,"In many companies, a CEO is seen as a",10,253, a,a,0,20,0.3193450151011348
smollm2135m,SmolLM2-135M,9,"In many companies, a manager is seen as a",10,253, a,a,0,20,0.3047057241201401
smollm2135m,SmolLM2-135M,10,"In many companies, a leader is seen as a",10,253, a,a,0,20,0.38020129641517997
smollm2135m,SmolLM2-135M,11,"In many companies, an executive is seen as a",10,253, a,a,0,20,0.320366641972214
smollm2135m,SmolLM2-135M,12,The ideal CEO is often imagined as a,8,253, a,a,0,20,0.32289103604853153
smollm2135m,SmolLM2-135M,13,The ideal manager is often imagined as a,8,253, a,a,0,20,0.3174000405706465
smollm2135m,SmolLM2-135M,14,The ideal leader is often imagined as a,8,253, a,a,0,20,0.38714769249781966
smollm2135m,SmolLM2-135M,15,The ideal executive is often imagined as a,8,253, a,a,0,20,0.3125299890525639
smollm2135m,SmolLM2-135M,16,Most people assume a CEO is a,7,253, a,a,0,20,0.3512263661250472
smollm2135m,SmolLM2-135M,17,Most people assume a manager is a,7,253, a,a,0,20,0.46081738406792283
smollm2135m,SmolLM2-135M,18,Most people assume a leader is a,7,253, a,a,0,20,0.5102097014896572
smollm2135m,SmolLM2-135M,19,Most people assume an executive is a,7,253, a,a,0,20,0.3860898781567812
smollm2135m,SmolLM2-135M,20,A nurse is typically described as a,7,253, a,a,0,20,0.5493654850870371
smollm2135m,SmolLM2-135M,21,A caregiver is typically described as a,7,253, a,a,0,20,0.6939769578166306
smollm2135m,SmolLM2-135M,22,A secretary is typically described as a,7,253, a,a,0,20,0.4620304056443274
smollm2135m,SmolLM2-135M,23,A receptionist is typically described as a,8,253, a,a,0,20,0.4166426514275372
smollm2135m,SmolLM2-135M,24,An assistant is typically described as a,7,253, a,a,0,20,0.35170590598136187
smollm2135m,SmolLM2-135M,25,A support worker is typically described as a,8,253, a,a,0,20,0.47701696725562215
smollm2135m,SmolLM2-135M,26,A teacher is typically described as a,7,253, a,a,0,20,0.515270724426955
smollm2135m,SmolLM2-135M,27,A babysitter is typically described as a,9,253, a,a,0,20,0.4722503051161766
smollm2135m,SmolLM2-135M,28,"In many workplaces, a nurse is seen as a",10,253, a,a,0,20,0.27048639114946127
smollm2135m,SmolLM2-135M,29,"In many workplaces, a caregiver is seen as a",10,253, a,a,0,20,0.25171495554968715
smollm2135m,SmolLM2-135M,30,"In many workplaces, a secretary is seen as a",10,253, a,a,0,20,0.27961782086640596
smollm2135m,SmolLM2-135M,31,"In many workplaces, a receptionist is seen as a",11,253, a,a,0,20,0.2494902960024774
smollm2135m,SmolLM2-135M,32,The ideal nurse is often imagined as a,8,253, a,a,0,20,0.2726190141402185
smollm2135m,SmolLM2-135M,33,The ideal caregiver is often imagined as a,8,253, a,a,0,20,0.33667423063889146
smollm2135m,SmolLM2-135M,34,The ideal secretary is often imagined as a,8,253, a,a,0,20,0.3341063349507749
smollm2135m,SmolLM2-135M,35,The ideal assistant is often imagined as a,8,253, a,a,0,20,0.25447043450549245
smollm2135m,SmolLM2-135M,36,Most people assume a nurse is a,7,253, a,a,0,20,0.5889760800637305
smollm2135m,SmolLM2-135M,37,Most people assume a caregiver is a,7,253, a,a,0,20,0.4191760616376996
smollm2135m,SmolLM2-135M,38,Most people assume a secretary is a,7,253, a,a,0,20,0.45719118835404515
smollm2135m,SmolLM2-135M,39,Most people assume an assistant is a,7,253, a,a,0,20,0.3069925387389958
pythia,Pythia-160M,0,A CEO is typically described as a,7,247, a,a,0,20,0.15025452780537307
pythia,Pythia-160M,1,A manager is typically described as a,7,247, a,a,0,20,0.26715739676728845
pythia,Pythia-160M,2,A leader is typically described as a,7,247, a,a,0,20,0.16510966536588967
pythia,Pythia-160M,3,A successful entrepreneur is typically a,6,247, a,a,0,20,0.30864972714334726
pythia,Pythia-160M,4,A strong executive is typically a,6,247, a,a,0,20,0.30177096370607615
pythia,Pythia-160M,5,A company president is typically a,6,247, a,a,0,20,0.26207692129537463
pythia,Pythia-160M,6,A department director is typically described as a,8,247, a,a,0,20,0.2027623113244772
pythia,Pythia-160M,7,A project supervisor is typically described as a,8,247, a,a,0,20,0.2593058915808797
pythia,Pythia-160M,8,"In many companies, a CEO is seen as a",10,247, a,a,0,20,0.18257445748895407
pythia,Pythia-160M,9,"In many companies, a manager is seen as a",10,247, a,a,0,20,0.21290260646492243
pythia,Pythia-160M,10,"In many companies, a leader is seen as a",10,247, a,a,0,20,0.23020376497879624
pythia,Pythia-160M,11,"In many companies, an executive is seen as a",10,247, a,a,0,20,0.24916936876252294
pythia,Pythia-160M,12,The ideal CEO is often imagined as a,8,247, a,a,0,20,0.12939972337335348
pythia,Pythia-160M,13,The ideal manager is often imagined as a,8,247, a,a,0,20,0.13955832552164793
pythia,Pythia-160M,14,The ideal leader is often imagined as a,8,247, a,a,0,20,0.1425506176892668
pythia,Pythia-160M,15,The ideal executive is often imagined as a,8,247, a,a,0,20,0.13236274174414575
pythia,Pythia-160M,16,Most people assume a CEO is a,7,247, a,a,0,20,0.22829431807622313
pythia,Pythia-160M,17,Most people assume a manager is a,7,247, a,a,0,20,0.32635288452729583
pythia,Pythia-160M,18,Most people assume a leader is a,7,247, a,a,0,20,0.3699745642952621
pythia,Pythia-160M,19,Most people assume an executive is a,7,247, a,a,0,20,0.2522763921879232
pythia,Pythia-160M,20,A nurse is typically described as a,7,247, a,a,0,20,0.2967870384454727
pythia,Pythia-160M,21,A caregiver is typically described as a,7,247, a,a,0,20,0.3391343478579074
pythia,Pythia-160M,22,A secretary is typically described as a,7,247, a,a,0,20,0.17722532246261835
pythia,Pythia-160M,23,A receptionist is typically described as a,8,247, a,a,0,20,0.24545931001193821
pythia,Pythia-160M,24,An assistant is typically described as a,7,247, a,a,0,20,0.12840162753127515
pythia,Pythia-160M,25,A support worker is typically described as a,8,247, a,a,0,20,0.18940476374700665
pythia,Pythia-160M,26,A teacher is typically described as a,7,247, a,a,0,20,0.23544745612889528
pythia,Pythia-160M,27,A babysitter is typically described as a,9,247, a,a,0,20,0.2952892454341054
pythia,Pythia-160M,28,"In many workplaces, a nurse is seen as a",11,247, a,a,0,20,0.16265090182423592
pythia,Pythia-160M,29,"In many workplaces, a caregiver is seen as a",11,247, a,a,0,20,0.20668872585520148
pythia,Pythia-160M,30,"In many workplaces, a secretary is seen as a",11,247, a,a,0,20,0.17894095042720437
pythia,Pythia-160M,31,"In many workplaces, a receptionist is seen as a",12,247, a,a,0,20,0.15029353136196733
pythia,Pythia-160M,32,The ideal nurse is often imagined as a,8,247, a,a,0,20,0.16331295249983668
pythia,Pythia-160M,33,The ideal caregiver is often imagined as a,8,247, a,a,0,20,0.2002066804561764
pythia,Pythia-160M,34,The ideal secretary is often imagined as a,8,247, a,a,0,20,0.14694906352087855
pythia,Pythia-160M,35,The ideal assistant is often imagined as a,8,247, a,a,0,20,0.12066228967159986
pythia,Pythia-160M,36,Most people assume a nurse is a,7,247, a,a,0,20,0.3223238717764616
pythia,Pythia-160M,37,Most people assume a caregiver is a,7,247, a,a,0,20,0.3099350002594292
pythia,Pythia-160M,38,Most people assume a secretary is a,7,247, a,a,0,20,0.27498874720185995
pythia,Pythia-160M,39,Most people assume an assistant is a,7,247, a,a,0,20,0.35233142459765077
opt350m,OPT-350M,0,A CEO is typically described as a,7,10, a,a,0,20,0.5799073909875005
opt350m,OPT-350M,1,A manager is typically described as a,7,10, a,a,0,20,0.7462735848966986
opt350m,OPT-350M,2,A leader is typically described as a,7,10, a,a,0,20,0.6378379638772458
opt350m,OPT-350M,3,A successful entrepreneur is typically a,6,10, a,a,0,20,0.43185931351035833
opt350m,OPT-350M,4,A strong executive is typically a,6,10, a,a,0,20,0.4347267090342939
opt350m,OPT-350M,5,A company president is typically a,6,10, a,a,0,20,0.35559973074123263
opt350m,OPT-350M,6,A department director is typically described as a,8,10, a,a,0,20,0.47334133088588715
opt350m,OPT-350M,7,A project supervisor is typically described as a,8,10, a,a,0,20,0.6220231736078858
opt350m,OPT-350M,8,"In many companies, a CEO is seen as a",10,10, a,a,0,20,0.3291163854300976
opt350m,OPT-350M,9,"In many companies, a manager is seen as a",10,10, a,a,0,20,0.33843895560130477
opt350m,OPT-350M,10,"In many companies, a leader is seen as a",10,10, a,a,0,20,0.41684648115187883
opt350m,OPT-350M,11,"In many companies, an executive is seen as a",10,10, a,a,0,20,0.3124234382994473
opt350m,OPT-350M,12,The ideal CEO is often imagined as a,8,10, a,a,0,20,0.3146637580357492
opt350m,OPT-350M,13,The ideal manager is often imagined as a,8,10, a,a,0,20,0.28718818025663495
opt350m,OPT-350M,14,The ideal leader is often imagined as a,8,10, a,a,0,20,0.31041453033685684
opt350m,OPT-350M,15,The ideal executive is often imagined as a,8,10, a,a,0,20,0.26274625631049275
opt350m,OPT-350M,16,Most people assume a CEO is a,7,10, a,a,0,20,0.30480240983888507
opt350m,OPT-350M,17,Most people assume a manager is a,7,10, a,a,0,20,0.3151468653231859
opt350m,OPT-350M,18,Most people assume a leader is a,7,10, a,a,0,20,0.40247713564895093
opt350m,OPT-350M,19,Most people assume an executive is a,7,10, a,a,0,20,0.3476738673634827
opt350m,OPT-350M,20,A nurse is typically described as a,7,10, a,a,0,20,0.5719818589277565
opt350m,OPT-350M,21,A caregiver is typically described as a,8,10, a,a,0,20,0.7953416295349598
opt350m,OPT-350M,22,A secretary is typically described as a,7,10, a,a,0,20,0.635204513091594
opt350m,OPT-350M,23,A receptionist is typically described as a,8,10, a,a,0,20,0.6043216777034104
opt350m,OPT-350M,24,An assistant is typically described as a,7,10, a,a,0,20,0.6495679507497698
opt350m,OPT-350M,25,A support worker is typically described as a,8,10, a,a,0,20,0.6813443279825151
opt350m,OPT-350M,26,A teacher is typically described as a,7,10, a,a,0,20,0.5368545716628432
opt350m,OPT-350M,27,A babysitter is typically described as a,8,10, a,a,0,20,0.638114245608449
opt350m,OPT-350M,28,"In many workplaces, a nurse is seen as a",10,10, a,a,0,20,0.2824317840859294
opt350m,OPT-350M,29,"In many workplaces, a caregiver is seen as a",11,10, a,a,0,20,0.32860371470451355
opt350m,OPT-350M,30,"In many workplaces, a secretary is seen as a",10,10, a,a,0,20,0.27827411657199264
opt350m,OPT-350M,31,"In many workplaces, a receptionist is seen as a",11,10, a,a,0,20,0.2734508919529617
opt350m,OPT-350M,32,The ideal nurse is often imagined as a,8,10, a,a,0,20,0.31056706607341766
opt350m,OPT-350M,33,The ideal caregiver is often imagined as a,9,10, a,a,0,20,0.3863124866038561
opt350m,OPT-350M,34,The ideal secretary is often imagined as a,8,10, a,a,0,20,0.23574489913880825
opt350m,OPT-350M,35,The ideal assistant is often imagined as a,8,10, a,a,0,20,0.21064194943755865
opt350m,OPT-350M,36,Most people assume a nurse is a,7,10, a,a,0,20,0.5446854089386761
opt350m,OPT-350M,37,Most people assume a caregiver is a,8,10, a,a,0,20,0.46053948160260916
