context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30,l3_layer_31,pertok_layer_31,l3_layer_32,pertok_layer_32
"In many companies, a leader is seen as a",leadership,31,465,0.3847866073568805,0.486212729010731,0.8990171009209007,0.5086978597100824,0.9048038641994935,0.0004828441781936665,3.839049684842367e-05,0.006065670732987522,0.0001554806868684223,0.004772928311461786,0.0002314097552778005,0.0021327529787746715,0.0004265149828388763,0.0028781410848600234,0.0006935527823379834,0.002993355551909291,0.0009812184345675474,0.004564013500917541,0.001333547606922345,0.006191738799581015,0.0019430274662930386,0.005880309481766416,0.002824021919281786,0.007774839932043323,0.005517621812517445,0.006878260192437433,0.005413368488494067,0.011000762912785188,0.005970241204150436,0.009901659564357559,0.006132219025135492,0.0074850721261168415,0.006438328695480663,0.007274675284426707,0.00714997633651355,0.007976053421357121,0.008542018358374282,0.0078112976216260024,0.009509896018547594,0.012327775190088413,0.010184461713850141,0.014333685981071955,0.01240185230219381,0.01781227393911382,0.014715717881656723,0.01156410855728172,0.01626895511970008,0.014700805722669187,0.018077950067487882,0.022265159660163066,0.02010394948341445,0.01819394836992799,0.023885147443594188,0.02297515609903223,0.02562556011431857,0.022690526585865334,0.026129793622188414,0.029591968621363898,0.030602348816461265,0.026805008107069067,0.030431587517290973,0.03300690937828842,0.029894700746623933,0.028729672358574893,0.030167599834192666,0.0296778717503563,0.027164982128862206,0.0261946549395806,0.02770174270081708,0.11417987597654819,0.06750401401283264
"In many companies, an executive is seen as a",leadership,31,465,0.30169516220489007,0.42308656172826886,0.8614404476247728,0.4509953555825632,0.8661388336040545,0.0005369980367490349,5.2367546766389626e-05,0.006281377952507703,0.00016799625099684875,0.0045094470710896365,0.00022904695171627366,0.0019972379625070005,0.0004138351515516784,0.003194911291756456,0.0006791424226329232,0.0028775091057248285,0.0009329086056491861,0.004462355716552811,0.0012782127294087636,0.006081099144856239,0.0019062288550200806,0.005648335728559198,0.0025625292529412643,0.010889421322612277,0.0064486171932319,0.006925221222614894,0.0059488110947368686,0.008272982664437836,0.006797120677774808,0.008479015657721049,0.007025314893843364,0.006727602794522928,0.007244992997198037,0.007374560812743736,0.007841658638071753,0.007415797485855233,0.009141234456104576,0.008259848304656101,0.010478173748859943,0.01001287608624572,0.01108515426135988,0.013696326822234593,0.013295077756157863,0.018310283632066267,0.01593779202439311,0.011200257876490998,0.017424503216704825,0.013422463961544295,0.01924054940797035,0.02227962164476437,0.0215157018472465,0.01935009990723246,0.025618816468811503,0.025688678551758583,0.027933554356891637,0.023524348150485246,0.02888580770640826,0.032331276783249666,0.032884280926897165,0.02621789473908596,0.03357967088481578,0.03384709970268111,0.03417159156450694,0.02932745443673538,0.03467956178085843,0.030626917890697207,0.03214706522729398,0.02761539748131217,0.03309476000195776,0.12799186292967482,0.07902226906655864
The ideal CEO is often imagined as a,leadership,30,435,0.3217872787059086,0.2978276205249131,0.8520345971919596,0.32389215694274753,0.8682989621447632,0.0005126178256862693,6.144981843813439e-05,0.008569151607850455,0.00021955848590810752,0.00705145470066669,0.00036578350244402443,0.0032454022291753403,0.0006095167002644268,0.0027801920665341024,0.001035752370875235,0.002931800206672862,0.0012706808293782975,0.005260230483502575,0.0016635701023956543,0.007920466122377595,0.0022923874042304004,0.0072961334890803906,0.003103686467842237,0.007098578439031819,0.004675135515665951,0.006189666932831009,0.004954250667432292,0.010987135280991104,0.005759291219317889,0.008821257438833824,0.006242698192807054,0.00727780161736727,0.0067107161049753524,0.007536674654995746,0.007428788501835338,0.009032083687333308,0.00872769416439962,0.009648342094115329,0.009523238937047896,0.011979433247372445,0.009867205176347616,0.01394941909778161,0.01146781588732921,0.013679524789998617,0.012723086065854601,0.00942112692641022,0.013123623612262972,0.012685509048150556,0.014474826469452858,0.0202000589650294,0.015904833756620725,0.014789550291442065,0.01784282018660925,0.020065417967139364,0.020253888676039646,0.01853941990659846,0.0219088717284406,0.026883761518870168,0.02673121771452943,0.0210088542695765,0.02473764705965206,0.02759763732446091,0.024307935670132,0.02194913755890948,0.0239688061714289,0.020856151308513756,0.02109303731423681,0.018992049862164354,0.02286455119428684,0.0741152055607966,0.071244967100121
The ideal manager is often imagined as a,leadership,33,528,0.3605395775108823,0.3239926272071898,0.7753767338581383,0.3651347029954195,0.8073532144189812,0.0005173540778705181,5.323318175016812e-05,0.008347906253900543,0.0002048885717452024,0.007040809911558813,0.00034136257571647276,0.0030701337148585305,0.0005920205511435781,0.0027267294439852845,0.001005882309280946,0.002925322774966528,0.0012609752100878706,0.004927546629404354,0.0016594859758664207,0.008244763171703863,0.002367204208340925,0.006402801530213802,0.0032969013370916997,0.007239718913560878,0.005176427051885661,0.006556369981949252,0.005761744304240994,0.009970239701807486,0.006608560328998955,0.0078924887798399,0.0073438134856616665,0.007192473520037954,0.007961444602753104,0.008312563840211947,0.00888905665084552,0.009536502223335477,0.01027693386991709,0.010511551378121485,0.011080413605344418,0.013019779996967533,0.011591298639236433,0.015423741932026003,0.01332424205381493,0.015254020255189895,0.014659584907349374,0.010864643466530014,0.015108302858683031,0.014151943423991698,0.01660952806913342,0.02112474891617523,0.017828221078847534,0.014462184564548394,0.019391313906237235,0.01910254850719398,0.02192851955880158,0.01866842277032767,0.022332405418498666,0.024913546415466357,0.026963017172477153,0.01965931597218865,0.025938630052707676,0.025321121449069985,0.02526739926637618,0.020813745025651472,0.02503675898407992,0.02121734389299941,0.02235028847956104,0.018395002923203483,0.02350098400584785,0.06785497359841916,0.058610489676203845
The ideal leader is often imagined as a,leadership,30,435,0.34143962327939503,0.4522691825404763,0.92408711835742,0.49098647432401776,0.9349505174177466,0.0005158176125593706,5.674819462029301e-05,0.008324394736163447,0.00020879160384151458,0.006714166063601033,0.00033659004543968863,0.0029100521143140554,0.0005923025581084151,0.002850245068644879,0.0010022315043647033,0.003019895447021732,0.0012842077215690232,0.0056153081861187075,0.0016364185337251664,0.00883823733547028,0.0021651633057634067,0.00964768871220031,0.0029327800737297904,0.007330785985360337,0.004529119011387894,0.00614698426946154,0.005062161889559816,0.011209157205233538,0.005800782711568775,0.008645064877499664,0.006615946695110461,0.007976011206607297,0.007068230198474753,0.008212185564732936,0.007835321977439942,0.010204280949636923,0.009399107500566817,0.009750363191602884,0.010129320933563142,0.012972392750911355,0.010539487885197126,0.014625755175833824,0.012042880423609218,0.015384251393662339,0.013404524313235662,0.01129158124841306,0.014002657603390286,0.014053551296490071,0.015402634355912777,0.01995200058495693,0.016970392117611987,0.012479466541311397,0.01950927968166025,0.0196112302440043,0.02128397319152621,0.017819221883709126,0.024391584697370874,0.026611186800879233,0.029721523102345625,0.019366451458550434,0.026761295677891414,0.025428097101623606,0.026213186493494897,0.018803447003192704,0.02568766258602959,0.017948147332185617,0.022749531437949475,0.015910345656592002,0.02470895155315531,0.08171575875570729,0.08382325926705583
The ideal executive is often imagined as a,leadership,32,496,0.3232706788729126,0.2756521198898554,0.849093092372641,0.30808671237900853,0.86845076593454,0.0005091768735652078,5.446071674949232e-05,0.008392463573934677,0.00021311620154632407,0.007130454959496861,0.0003588563031527957,0.0030486223401731596,0.0006374794267708338,0.003069368229835747,0.0011139856244570846,0.0035396737872349033,0.0013452435436977668,0.006256047574394707,0.001779072122750247,0.008850228933865988,0.0024993846690227646,0.00801056670779171,0.0036707693790046098,0.008690382764279546,0.006181249451707754,0.00782261485969983,0.006385399852351131,0.012272883589141083,0.007386976439222929,0.009928895742476594,0.008015357001906552,0.008500315842213625,0.008703592049811047,0.009304111307389517,0.00952500798871956,0.010471256879716525,0.010970942646015548,0.011547604146686903,0.011753524235140509,0.013592647853592595,0.012001545028879856,0.015221150547878027,0.013654544377952164,0.015467947878693808,0.014864175654572587,0.011036076823433374,0.015237221284617155,0.015175008396229987,0.01659989068456648,0.022465625296883583,0.017699483741499024,0.015977692385396612,0.019100931337592875,0.021809227565997857,0.021336611209773128,0.01880929475867048,0.021944209963364675,0.02882288074818618,0.02624776364934227,0.022141821002466595,0.025019620646447895,0.029047438355700967,0.024414516227828233,0.023629365722091643,0.024476896656308946,0.023490872125044946,0.021925951822243706,0.02095355519935737,0.023515391301260267,0.07193291046248988,0.05995720590802524
Most people assume a CEO is a,leadership,31,465,0.47256062200142523,0.5239374144002795,0.9686834408785217,0.5509107423131354,0.9730936491523607,0.0006252566847843013,5.992079565253136e-05,0.0071376828243306595,0.00019702623247741166,0.006076277047574943,0.0003690145803625295,0.004076127204996899,0.0007273391605212386,0.002797420959211741,0.0012880695222135727,0.0038032986701822605,0.0015581618348474427,0.005532029849824773,0.0020056330212150507,0.008773177432324817,0.0027177443211775973,0.006898450650280225,0.0034433315172115344,0.00742765561301122,0.0056982338824790495,0.006990727045909871,0.005880654920587686,0.011480361028270573,0.0068673527455403935,0.009309445902590073,0.007320526982472301,0.007208810695864703,0.007885458839584782,0.008410157769388249,0.00907410254984133,0.007996845797659084,0.010721270790316205,0.009045334362744215,0.011516304745043632,0.011253679154546807,0.012294420927307438,0.013120748689788625,0.01477196564194491,0.015079920815191513,0.01680750342958518,0.0093895507390988,0.01764078820113371,0.01334752917058268,0.020111593735972315,0.02022713235284425,0.022304967744054757,0.014664405855436402,0.026033039678929223,0.022029541661564907,0.028940093704879936,0.0214371256183671,0.03193835011245887,0.031100309689922553,0.03792190908134134,0.025076670409127106,0.036501969452871375,0.030945478367420978,0.036277978884475405,0.02483588650305315,0.03606619182421421,0.02559338110620689,0.03241489904537606,0.022403093155988305,0.03412483566064582,0.1403251942142324,0.10300875356575302
Most people assume a manager is a,leadership,31,465,0.4194543991107309,0.6412934069521725,0.9698562793200836,0.6660469752314384,0.9736582077130151,0.0006299873911985264,5.2326739650216014e-05,0.00728262693452974,0.00019250337905620736,0.006025943112225933,0.00036850777339993547,0.003480913694580274,0.0007506162650775599,0.003147684151633421,0.0013246913740271782,0.003801032295530057,0.0016371516820657852,0.004673212796275119,0.0021239323321667713,0.007694667202272685,0.0028028647600609282,0.005783260783269538,0.0038499012447887784,0.007738296313571298,0.006464688826095084,0.007612681050872079,0.006819798344408952,0.00854511889333588,0.0077037688537661166,0.007340870485126743,0.007991963695372382,0.007984434103602207,0.008779971750517014,0.010667494447512967,0.01010258815626625,0.009813042172499096,0.011748424714341104,0.009825732958322208,0.012766342144211613,0.010857453079777823,0.013566552760006304,0.012014169720243639,0.01640131684877847,0.012540536003052494,0.018504795164438505,0.012300514361977832,0.02019511035084764,0.014313149485056359,0.02221668361942687,0.021259650301431347,0.02478717265749051,0.014198922516453215,0.029180525259495577,0.022432450538709174,0.03131226815992783,0.02319044589666443,0.03365406860323291,0.031123873548612933,0.04026657758084506,0.026931554491877573,0.03884190417116738,0.03368319888440722,0.03839543247095811,0.028001324761416917,0.038346866087885914,0.029339833397883194,0.033836916969464365,0.026151790341921676,0.03559970344836643,0.1505982439691622,0.10594795807288121
Most people assume a leader is a,leadership,29,406,0.4835048698903429,0.6167029845528305,0.9905341092671733,0.6347874402999878,0.9914123673524955,0.0005647190338898127,6.160755985679303e-05,0.006732053694853217,0.0002336436076676823,0.005440030841508377,0.0003938042322668585,0.0032503438091178484,0.0007918559212623924,0.003700653062843687,0.0013987111110330417,0.004110323756090715,0.0017583404667163437,0.005500015734572193,0.002268728865368514,0.008213419651417406,0.00312339830593988,0.006347471318853043,0.0043627175908907585,0.00736740948427201,0.007191672781097569,0.007594063624832706,0.007109018123479289,0.01191875571161798,0.007900739461550899,0.009857185123669867,0.008255649076864383,0.008138300231217277,0.008867979604301742,0.009259896669354298,0.009915370502268551,0.008995218318686639,0.011731864355789158,0.009296975980848858,0.012224574926547249,0.010859373813682927,0.013108587147969138,0.012241593896243795,0.015803966473824652,0.014974186562837215,0.017814848564799927,0.012003860047651433,0.018605318741133074,0.015214478809799287,0.02081263384426697,0.02108983564931839,0.023337711608329204,0.013442156442924487,0.02650163476302269,0.019281504693669977,0.027636908456531183,0.017944142600648253,0.03026323019768476,0.0268342395473668,0.036423553081186597,0.022475167862153252,0.03414411521826809,0.027015899043231442,0.03276352241729175,0.020631580580757217,0.03255756734770715,0.02218732465446814,0.02881863562817735,0.020452689713690162,0.031043959473577222,0.13692905845502235,0.1027757188584436
Most people assume an executive is a,leadership,32,496,0.4584804483954282,0.5673964009620249,0.9754290107521228,0.5963821130280849,0.9789649268859648,0.0005515949919758931,5.286437058954138e-05,0.0073091848939243345,0.00019429303918210017,0.0065793925222019005,0.0003569705047431586,0.0038996760601113793,0.0007396219468033538,0.0030232218245972576,0.0014211443139801952,0.004184449552936968,0.001740233620164653,0.006041684411235503,0.0022475602792604438,0.009504236034639854,0.003097181426928025,0.006965959405462125,0.004123049098060317,0.007552482134171472,0.007161210761497172,0.0061573687822777095,0.007030644844440551,0.012446187031209456,0.008031842732343482,0.010366374963081428,0.008384448741939714,0.007748479800221851,0.009050599308467758,0.00872575087197725,0.010387778870464364,0.008879086522599736,0.01212942930725167,0.009663009047219836,0.012908250256376201,0.010738819165096659,0.013553476262362373,0.012927891959483722,0.01606652706180783,0.0178048733972506,0.018325100742980382,0.011497503999577918,0.019325370433903193,0.014821883273023466,0.021725407823496263,0.024168815840702514,0.024749425424419956,0.014467340938539207,0.027615201407750846,0.02055581114803894,0.029395160133389036,0.020259029202676034,0.03158184807420657,0.02855527129508166,0.03737085310588094,0.02284359744625788,0.03574705816035528,0.02966157809442073,0.035642137165209614,0.02382737363364867,0.03584419912048904,0.025307105163159004,0.032060942433259625,0.02368577356524312,0.03456404222533589,0.1431759455018387,0.0990059665649026
A nurse is typically described as a,support,37,666,0.5485638347593165,0.6663631894625723,0.9400989080313593,0.6767867220405606,0.9459675277620363,0.0005563199163978758,7.33500855755037e-05,0.008555021712429186,0.0002443121061003555,0.0057910974689885444,0.0003445542980656592,0.0026267968954722084,0.0006344691622678457,0.0034569240712313144,0.0010541747310335574,0.0035799372084122823,0.0014526176244927201,0.004351487964350287,0.0018683230819484906,0.005703528740346727,0.00244920113288203,0.005553018357130865,0.00326643831377295,0.006269379510084456,0.005714800005609563,0.006814451012302278,0.006763403468720733,0.008298783833871476,0.007786125485816469,0.008456003936923778,0.00837606699187276,0.00878235039769387,0.00889401660032719,0.010102532229779195,0.010365720543600824,0.011367331143400815,0.01251829218067117,0.012163867559269122,0.014193584746390958,0.012220118616081993,0.015840290722253455,0.016083722724666696,0.018891943741481485,0.02286092409763373,0.020676293358857938,0.012544026582416315,0.024457395566573926,0.017468144437799125,0.02732367557331054,0.025149223054678954,0.030764806142418177,0.01486673231298617,0.035096387763962164,0.019311788962057062,0.03932159353460681,0.020242610628533317,0.03965166767342873,0.025139572330823756,0.047519542034214234,0.022040029604771586,0.04960844073627309,0.02771611016048797,0.05171027057314919,0.025182554859415313,0.053632183453732094,0.024924317794902225,0.052423667712078334,0.024655318177984567,0.05480238544603812,0.09409048687464643,0.10649032874143419
A caregiver is typically described as a,support,35,595,0.5091484063406706,0.8026729458943009,0.9345653746277094,0.8110790848252236,0.9381451104031839,0.0004926451697222149,5.7031586006361935e-05,0.008834389441233458,0.0002301925213452849,0.006357535885745606,0.0003491620270275021,0.0027390779814089007,0.0006504218121486779,0.002984152083437424,0.0010994321984653746,0.0036044961685217686,0.0015185297244221178,0.004674825097502342,0.001955120426520951,0.007085166306917185,0.0025897842994964653,0.006354437341840708,0.003360096369554953,0.007437186606505525,0.0055256734780470725,0.007301107296400416,0.006619187595755762,0.007900648826218592,0.007772993736099689,0.0075395980772455734,0.007997636394450112,0.00801021073483208,0.0084030575904704,0.010238118902539157,0.009569224813749822,0.011135418465299795,0.01113740848044851,0.011175956654019345,0.012648794432614276,0.014146856723189712,0.014100393267530431,0.01731851248440857,0.016066091070319612,0.020939534348365332,0.017521407190940957,0.013468524529853275,0.01961884396587076,0.018858887432401546,0.022211278202976435,0.024502107257718217,0.024182115030353668,0.015300341572890527,0.028604376013420457,0.019866390732790208,0.03347921881137576,0.020301477706073223,0.033099048972013226,0.026758130088086488,0.03889907849469024,0.025462096429903727,0.039628473786428225,0.033690033616059434,0.03973161057271637,0.024463700391857395,0.04070554315638476,0.02879028679970312,0.0384930168053566,0.029548484229699103,0.040486493709392474,0.09059035629521466,0.08527298442486177
A secretary is typically described as a,support,37,666,0.5557505288122386,0.6491130413487554,0.8980551799759269,0.656161376340151,0.9051585899263728,0.00045800478753134827,5.9611833560204296e-05,0.008849278508272308,0.0002641379782613389,0.006226945887058756,0.00037478507764204653,0.002609215020080089,0.00070470616117424,0.003721214366442615,0.0011520324609515483,0.003599235839213286,0.0017158059680917265,0.004221295041921371,0.0023217205494141134,0.004999602570401801,0.0030172763744074974,0.006061198784994192,0.004180385182865867,0.006979729162236066,0.007488467803578735,0.008561293227989292,0.008005168748698869,0.011695766833712172,0.009000123020197773,0.01132529080123101,0.009232435202768133,0.009500623110679441,0.009808497475828081,0.011238559345966577,0.011203859137597336,0.011650723595311394,0.012992970741987341,0.011644401026782589,0.01487083239028044,0.014692112261486881,0.016758738709031912,0.0185160551205922,0.01902983740109838,0.02227116971239774,0.020868911960597255,0.013423709664147753,0.02356170132040109,0.02062301081287603,0.027367695403663295,0.027602816676015118,0.030715285818282704,0.01726594924610503,0.03558670995093434,0.024413103494005182,0.04188971585747834,0.023811786870560337,0.04196975801156716,0.032388094534441046,0.0504001775721883,0.027452096270937212,0.05096543173973254,0.0377180680344817,0.05148362581292243,0.027198719994683325,0.05250142706419889,0.03200665250930872,0.05056508060821399,0.032921057050919786,0.05304361666932128,0.12375199910944756,0.12124576340783562
A receptionist is typically described as a,support,35,595,0.506785781726123,0.6633050318341702,0.8339520175941288,0.6703534917878642,0.8440587881250394,0.0005001297181841056,5.9323826617818656e-05,0.010187541949394282,0.0002570631771521281,0.007344948536171866,0.0003629860651055639,0.003889644422682618,0.000633263632249432,0.0025992981188388297,0.0009948777073005345,0.0037711632457623685,0.001334090992467783,0.005680700209090985,0.001738992704991192,0.007333152246234061,0.0021880638589813024,0.007199697141354514,0.0029344725644396353,0.0072412261055007,0.0053717646302913835,0.007246913737303117,0.006137256698169062,0.009273749524161474,0.007283708509430371,0.009556938174627445,0.00800169617412545,0.008876397624933115,0.008773567842121884,0.010342276333961538,0.009904380673615654,0.010767108059793598,0.011811253455246949,0.011783072432835396,0.014080590819655457,0.014699731100535776,0.01628807848282067,0.020977961068187154,0.01940403897983723,0.026705446300134904,0.021642591028500597,0.016200780165177765,0.024871066600664852,0.022669142053134368,0.028132738650669852,0.02796130495519559,0.03163177527866269,0.01742019469468073,0.037256391129247175,0.027163286595783095,0.0424648633429296,0.02825492816490387,0.04163833315509802,0.03782000142137887,0.04896523339034944,0.03380313887362828,0.04831959010551442,0.04336964188355145,0.04874741822686161,0.033998322043116355,0.049097625805353116,0.03628259890204922,0.046605924236941994,0.03668310237520502,0.04866431512820198,0.11092452017000377,0.09321260608520109
An assistant is typically described as a,support,35,595,0.24352057613347572,0.6435086596757174,0.8075944632291794,0.6663051030554925,0.8360953670635354,0.000489944356091425,7.434284149508816e-05,0.008943879661201101,0.00023259533753603457,0.00641856437558195,0.0003429232505737837,0.003213290669969002,0.0006385581301589742,0.003409557991630156,0.001029564384752454,0.003015652712296641,0.00139317737249971,0.004111327473485792,0.0018362188584445161,0.00666500299976639,0.002439379931719283,0.007079373513439859,0.0034062162811111453,0.006961799977586934,0.006787826250267285,0.007735251767564561,0.007646162428599498,0.011877481456102268,0.008680057254319246,0.010576672250528345,0.008988511266157054,0.008435138583915203,0.009354762560455861,0.011063032631949644,0.010374877189714422,0.0109444591660998,0.01211367777874705,0.014574695045150153,0.01380235115605874,0.023956796012255935,0.015750472865384536,0.02557822311834748,0.017031545392433393,0.027048972694849405,0.018127058923228134,0.016059872629634507,0.020061294625951707,0.02564596961574301,0.022565119378197825,0.026933214338264063,0.02338668772044146,0.01701138304619602,0.026981332986617396,0.019780369682526142,0.030583492906486473,0.01860125722774952,0.03174558432201697,0.031259449752119715,0.03541082058967162,0.02967557042187171,0.03541944469892575,0.045466201711426714,0.03634744272995743,0.033453328919068784,0.03635250473188976,0.039639114278653076,0.03374311842015418,0.03979795077364852,0.0360874499911205,0.09174294614066308,0.07171879208841021
A support worker is typically described as a,support,35,595,0.30273484850102766,0.5538732721470296,0.8410551948472857,0.5711438921616718,0.8563854299172817,0.00047777525175506097,6.146873897791163e-05,0.00852148007615063,0.0002467234401265125,0.0062057296392295505,0.00036189726301417546,0.0028069879572395753,0.0006838123082368546,0.0036031004600519086,0.0011501083030177669,0.003354182956975888,0.0014729754384822126,0.0042281576058459305,0.0019315186660086978,0.005223777123554041,0.0023842065824968253,0.005214395920472355,0.0033769122075151163,0.00651843922160162,0.0066560318196775894,0.007409236001195782,0.00746663227625903,0.009520019778422371,0.008442786128099188,0.010033131813467808,0.008807271616209663,0.007830911452644721,0.009224633107467179,0.009083097806113053,0.01012550159069849,0.010510429587059278,0.011865617175172488,0.011330914973285432,0.013448510106576791,0.016077512620387355,0.01494030315284537,0.01939731383979831,0.016978352630392064,0.020384835979917207,0.01768798642812111,0.013973416315807907,0.01912396732633626,0.018456392979798304,0.021500080810324528,0.02357947437615653,0.023849263746633046,0.016497646193447783,0.026887210822766277,0.02083929713943822,0.03320549621257118,0.022422362643884027,0.03258158021494478,0.035087579203608436,0.03816739033581152,0.03207090085813534,0.03819198509869777,0.04087705313354426,0.038557803694594175,0.03247973814995477,0.039039040878467136,0.0354866552265469,0.03652012955919922,0.03426650883991036,0.03837979781763739,0.08116391742842208,0.07144452002622358
A teacher is typically described as a,support,36,630,0.5626935259476026,0.7050369367934763,0.9154012396465987,0.7162476028511264,0.9183211434850591,0.0005765323348856705,6.457607575043816e-05,0.009154310466256707,0.0002482731204656277,0.006781738421048699,0.0003695820703326265,0.002891205470147001,0.0006989632395802784,0.003249199258981471,0.001218105728162737,0.0033637921109119944,0.0017477808778335077,0.004553659845138104,0.002435230714350398,0.00617848273395012,0.003306643209189713,0.005632295389334259,0.004501006761456979,0.006429285993771482,0.005760224903443193,0.0068356180788750835,0.006465817888839364,0.008682421855283014,0.007012297229134749,0.009260879374830562,0.007423880686381961,0.00796376566308253,0.007941343533749,0.008865445000588114,0.009000483832574405,0.009507666468505666,0.010948687260645237,0.011094248859055857,0.012939294150376432,0.010136593967571479,0.014280769473322213,0.01439833348227808,0.017390269128185466,0.01938245468031985,0.019629852178191375,0.010776599692286599,0.023654457573116044,0.017146529526078588,0.027315914974775854,0.025054738124703803,0.031187940504323337,0.016485896890058582,0.03728823358179479,0.02386541319921739,0.04196074906368218,0.022461906057939008,0.04210426885902977,0.028334446510957984,0.0479002147826228,0.023237414760333995,0.04725741256850495,0.03142428194391899,0.04630649719792785,0.026343827397215372,0.047849483832616224,0.027478267431924375,0.04399879058301332,0.027474242100091546,0.04573152543762335,0.1270732712508793,0.10876685642200133
A babysitter is typically described as a,support,35,595,0.5234350807435264,0.7642754502594471,0.89091772492975,0.7729847563489329,0.9023854468687205,0.0005553171559131779,6.52437645704345e-05,0.008429197258010798,0.0002313726319416081,0.006343814491066999,0.0003488032183591283,0.0033343568186746508,0.0006660410116724278,0.003032577715845323,0.0010532993558028123,0.0037566874637125665,0.001363742888563535,0.004983573975790154,0.001767703273215071,0.007817509862361483,0.0022280266248574693,0.006763649326223748,0.0031246042829039503,0.006438276200160945,0.005886736607782431,0.006717580452906629,0.006783180950927708,0.00763978240418736,0.007477687050736475,0.008182764742491895,0.00793292770181453,0.007128750403068026,0.008292963109898447,0.006995595191958504,0.008892517059509449,0.008135420873222431,0.010631340579546029,0.008374158930292972,0.012793625480042195,0.011446001417964894,0.015082298161044541,0.017452017469861483,0.017184686972864304,0.0217913390140159,0.0177820036580136,0.012961277174807112,0.020104619118820298,0.02074581170852613,0.022810083803729467,0.024600126973431134,0.024721789391603414,0.01272668885421601,0.029891682192563173,0.02018641224210706,0.035199967969222486,0.0199717164009424,0.0341816016275919,0.02843946336864571,0.0403056524339988,0.026362258771195496,0.04103196439569884,0.0373867676485631,0.04160118017344894,0.027884679594074632,0.042056004115135895,0.03630920931454146,0.04050642079559516,0.04133358717667249,0.043580072938048255,0.09457624935786571,0.0816264631292552
"In many workplaces, a nurse is seen as a",support,35,595,0.4104751573016947,0.2518435223028064,0.8058901289477944,0.28644376098236535,0.8125364439438272,0.0004950835744604082,6.16655420852652e-05,0.0054229934979215496,0.00019548935584201566,0.0035343493634483474,0.00023259759405721718,0.002130556702169882,0.0003766721637840721,0.0035522441024491047,0.0005987740594277773,0.0032408991745946363,0.0007727805849586751,0.0032608699848745027,0.0009619058588565821,0.005254653745357877,0.0013496360184067507,0.004945709377163974,0.0017727386325408346,0.005713113723902726,0.003458247596953285,0.005657679201744659,0.004000802793273947,0.006043805242466437,0.004543201963527437,0.006680254100111741,0.004763502248222884,0.0056898835087991415,0.004995175511719561,0.00567334285443204,0.0055226431001573345,0.0068710536660412805,0.006850218835804183,0.006921878992982869,0.008252538124873232,0.011203750387351498,0.009057130767086608,0.013879829191633613,0.010615522758920488,0.0176046652833887,0.012471148683789485,0.011006800261516445,0.014356488853782719,0.01414654938729781,0.016025147550323558,0.023095100606824768,0.017573480303490582,0.019043267096517037,0.02184877149236007,0.024135175865028145,0.024091652054488575,0.02343225743228215,0.02751791676441168,0.03443726224251228,0.03320883808830178,0.028165101566744833,0.03191836778978957,0.041408854251394,0.0338028637742715,0.030070558046490475,0.0339643417073235,0.036926507234805936,0.03262232044927301,0.03746225682512139,0.03578891345043987,0.135790642329046,0.10538193071419943
